hole_id,depth_m,dip,azimuth,grid,method,survey_company,survey_date,hole_id_raw
SC05,15.0,-69.95,30.38,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,20.0,-69.91,30.2,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,25.0,-69.84,30.37,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,30.0,-69.85,30.25,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,35.0,-69.79,30.68,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,40.0,-69.8,31.05,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,45.0,-69.78,31.16,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,50.0,-69.71,31.43,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,55.0,-69.63,31.32,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,60.0,-69.47,31.7,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,65.0,-69.38,31.95,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,70.0,-69.44,32.05,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,75.0,-69.45,32.42,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,80.0,-69.44,32.55,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,85.0,-69.46,32.95,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,90.0,-69.51,32.98,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,95.0,-69.49,33.14,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,100.0,-69.44,33.67,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,105.0,-69.36,34.54,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,110.0,-69.38,34.62,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,115.0,-69.42,35.11,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,120.0,-69.37,35.34,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,125.0,-69.3,35.58,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,130.0,-69.23,35.39,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,135.0,-69.3,35.33,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,140.0,-69.36,35.62,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,145.0,-69.33,35.67,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,150.0,-69.29,36.05,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,155.0,-69.26,36.2,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,160.0,-69.16,36.84,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,165.0,-69.11,36.91,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,170.0,-69.14,37.02,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,175.0,-69.23,37.43,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,180.0,-69.31,37.89,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,185.0,-69.25,38.07,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,190.0,-69.16,38.45,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,195.0,-69.12,38.77,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,200.0,-69.06,39.01,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,205.0,-68.97,39.22,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,210.0,-69.02,39.28,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,215.0,-69.05,39.43,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,220.0,-68.94,39.5,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,225.0,-68.84,39.56,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,230.0,-68.63,39.73,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,235.0,-68.59,39.72,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,240.0,-68.56,39.92,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,245.0,-68.48,39.78,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,250.0,-68.45,40.09,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,255.0,-68.34,40.1,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,260.0,-68.29,40.23,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,265.0,-68.22,40.31,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,270.0,-68.11,40.34,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,275.0,-68.1,40.44,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,280.0,-68.0,40.46,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,285.0,-67.94,40.14,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,290.0,-67.74,40.14,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,295.0,-67.59,40.15,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,300.0,-67.57,40.38,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,305.0,-67.48,40.34,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,310.0,-67.44,40.35,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,315.0,-67.42,40.63,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,320.0,-67.34,40.68,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,325.0,-67.37,40.68,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,330.0,-67.26,40.8,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,335.0,-67.24,40.95,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,340.0,-67.18,41.04,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,345.0,-67.05,40.83,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,350.0,-67.17,41.06,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,355.0,-67.16,41.16,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,360.0,-67.19,41.12,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,365.0,-67.14,41.24,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,370.0,-66.9,41.21,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,375.0,-66.85,41.28,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,380.0,-66.9,41.33,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,385.0,-66.93,41.66,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,390.0,-66.93,41.64,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,395.0,-66.75,41.92,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,402.0,-66.7,41.96,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
OVD031,0.0,-70.52,60.52,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2024/15/255,OVD031
OVD031,5.0,-70.4,60.37,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,10.0,-70.27,61.01,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,15.0,-70.25,61.51,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,20.0,-70.25,61.89,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,25.0,-70.13,62.21,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,30.0,-70.04,62.27,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,35.0,-69.97,62.18,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,40.0,-70.04,62.67,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,45.0,-69.98,62.75,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,50.0,-69.8,62.8,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,55.0,-69.7,62.8,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,60.0,-69.5,63.0,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,65.0,-69.5,62.9,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,70.0,-69.4,62.7,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,75.0,-69.3,62.9,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,80.0,-69.4,62.8,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,85.0,-69.4,62.7,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,90.0,-69.4,63.3,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,95.0,-69.3,63.6,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,100.0,-69.1,63.8,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,105.0,-69.0,63.7,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,110.0,-68.9,63.9,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,115.0,-68.9,63.9,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,120.0,-68.9,64.2,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD031,128.2,-68.9,64.3,WGS84_46N,GM,Ragnarok Investment LLC,4/5/2025,OVD031
OVD032,0.0,-55.1,59.0,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,5.0,-55.2,59.45,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,10.0,-55.15,59.67,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,15.0,-55.2,59.76,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,20.0,-55.36,59.73,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,25.0,-55.28,59.81,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,30.0,-55.23,59.86,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,35.0,-55.02,60.04,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,40.0,-54.96,60.23,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,45.0,-54.94,60.35,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,50.0,-54.8,60.62,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,55.0,-54.62,60.67,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,60.0,-54.52,60.72,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,65.0,-54.28,60.9,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,70.0,-54.2,61.11,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,75.0,-54.27,61.13,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,80.0,-53.95,61.2,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,85.0,-53.94,61.23,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,90.0,-53.89,61.24,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,95.0,-53.71,61.21,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,100.0,-53.56,61.4,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,105.0,-53.39,61.35,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,110.0,-53.28,61.29,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,115.0,-53.18,61.51,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,120.0,-53.02,61.41,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,125.0,-52.87,61.48,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,130.0,-52.63,61.48,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,135.0,-52.49,61.45,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,140.0,-52.34,61.58,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,145.0,-52.23,61.5,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,150.0,-52.19,61.64,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,155.0,-51.99,61.62,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,160.0,-51.86,61.74,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,165.0,-51.63,61.8,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,170.0,-51.34,61.81,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,175.0,-51.29,61.92,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,180.0,-51.06,61.94,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,185.0,-50.92,61.94,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,190.0,-50.82,62.06,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,195.0,-50.74,62.11,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,200.0,-50.61,62.11,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,205.0,-50.44,62.18,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,210.0,-50.32,62.16,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,215.0,-50.17,62.24,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,220.0,-50.05,62.27,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,225.0,-49.99,62.33,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,230.0,-49.98,62.39,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,235.0,-49.9,62.46,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,240.0,-49.8,62.5,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,245.0,-49.67,62.44,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,250.0,-49.49,62.63,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,255.0,-49.43,62.69,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,260.0,-49.38,62.68,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,265.0,-49.24,62.73,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,270.0,-49.34,62.71,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,275.0,-49.32,62.72,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,280.0,-49.25,62.94,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,285.0,-49.03,62.91,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,290.0,-48.91,63.21,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,295.0,-48.79,63.3,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,300.0,-48.67,63.37,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,305.0,-48.65,63.48,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,310.0,-48.51,63.6,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,315.0,-48.4,63.59,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,320.0,-48.32,63.58,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,325.0,-48.22,63.63,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,330.0,-48.16,63.67,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,335.0,-48.13,63.7,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,340.0,-48.04,63.86,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,345.0,-48.0,63.91,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,350.0,-47.93,64.07,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,355.0,-47.73,64.08,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,360.0,-47.59,64.31,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,365.0,-47.4,64.37,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,370.0,-47.16,64.52,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,375.0,-47.03,64.7,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,380.0,-46.98,64.91,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,385.0,-47.01,65.03,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,390.0,-46.92,65.18,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,395.0,-46.97,65.37,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD032,401.0,-47.06,65.36,WGS84_46N,GM,Ragnarok Investment LLC,4/15/2025,OVD032
OVD035,0.0,-73.4,236.26,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,5.0,-73.66,235.98,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,10.0,-73.96,235.4,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,15.0,-73.86,235.58,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,20.0,-73.84,235.61,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,25.0,-73.72,236.04,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,30.0,-73.73,235.71,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,35.0,-73.71,235.84,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,40.0,-73.71,235.73,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,45.0,-73.79,235.78,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,50.0,-73.85,235.64,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,55.0,-73.82,235.94,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,60.0,-73.83,235.88,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,65.0,-73.78,235.89,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,70.0,-73.74,236.06,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,75.0,-73.75,236.0,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,80.0,-73.75,235.97,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,85.0,-73.84,236.04,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,90.0,-73.86,235.99,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,95.0,-73.89,236.14,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,100.0,-73.83,235.97,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,105.0,-73.76,236.45,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD035,108.7,-73.76,236.56,WGS84_46N,GM,Ragnarok Investment LLC,4/17/2025,OVD035
OVD033,0.0,-64.9,203.0,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,5.0,-64.9,203.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,10.0,-64.8,203.2,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,15.0,-64.8,203.5,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,20.0,-64.8,203.6,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,25.0,-64.8,203.8,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,30.0,-64.7,204.0,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,35.0,-64.7,204.3,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,40.0,-64.7,204.4,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,45.0,-64.6,204.5,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,50.0,-64.5,204.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,55.0,-64.5,204.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,60.0,-64.4,205.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,65.0,-64.4,205.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,70.0,-64.5,205.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,75.0,-64.5,205.2,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,80.0,-64.6,205.4,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,85.0,-64.6,205.5,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,90.0,-64.7,205.6,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,95.0,-64.7,205.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,100.0,-64.7,205.8,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,105.0,-64.7,205.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,110.0,-64.8,205.8,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,115.0,-64.8,205.6,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,120.0,-64.9,205.8,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,125.0,-64.9,205.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,130.0,-64.7,205.8,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,135.0,-64.5,206.2,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,140.0,-64.4,206.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,145.0,-64.4,206.2,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,150.0,-64.4,206.3,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,155.0,-64.4,206.4,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,160.0,-64.4,206.4,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,165.0,-64.4,206.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,170.0,-64.5,206.9,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,175.0,-64.5,207.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,180.0,-64.5,207.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,185.0,-64.5,207.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,190.0,-64.6,207.3,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,195.0,-64.7,207.3,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,200.0,-64.6,207.4,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,205.0,-64.7,207.5,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,210.0,-64.9,207.5,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,215.0,-65.1,207.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,220.0,-65.1,207.8,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,225.0,-65.2,207.9,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,230.0,-65.1,208.2,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,235.0,-65.0,208.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,240.0,-65.0,208.2,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,245.0,-64.9,208.3,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,250.0,-65.1,208.5,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,255.0,-65.1,208.7,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
OVD033,260.0,-64.9,209.1,WGS84_46N,GM,Ragnarok Investment LLC,4/26/2025,OVD033
