sample_id,alt_ids,hole_id_norm,depth_from_m,depth_to_m,depth_mid_m,sample_source,year,petrographer_lab,thin_section,polished_thin_section,asd,xrd,eds,fluid_incl,epma,field_lithology,petro_lithology,iogas_lithology,rock_group,iogas_no,x_utm,y_utm,z_rl,coord_source,qa_flags,source_files
OVD028@38,OVD028-38,OVD028,38.0,,38.0,drill core,2024,Altantsetseg,1,0,0,0,0,0,0,Gravely sandstone,Sandstone,,sediment / metasediment,,721783.1,5144738.04,1775.24,desurvey,"D5: the report that describes this sample names the interval 33.14-35 m (`OVD028-38 (33.14-35)`), but the master workbook stores it at 38-38 m — a 3 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-3 m",Yambat_Petrographic_Master_Data__All.csv
47096,OVD028-16.8,OVD028,16.7,16.9,16.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridodtite,,peridotite / ultramafic,,721787.18,5144746.92,1794.06,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47097,OVD028-21.2,OVD028,21.1,21.3,21.2,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridodtite,,peridotite / ultramafic,,721786.34,5144745.08,1790.15,desurvey,"D5: the report that describes this sample names the interval 19-21.25 m (`OVD28-19-21.25 (47097)`), but the master workbook stores it at 21.1-21.3 m — a 0.05 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.05 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47098,OVD028-23.5,OVD028,23.4,23.6,23.5,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Diabase,Diabase,,dolerite / diabase / basalt dyke,,721785.9,5144744.12,1788.11,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47099,OVD028-26.9,OVD028,26.8,27.0,26.9,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Breccia,Peridodtite,,peridotite / ultramafic,,721785.24,5144742.7,1785.09,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47100,OVD028-28.9,OVD028,28.8,29.0,28.9,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,721784.86,5144741.86,1783.31,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
OVD029@4,OVD029-4,OVD029,4.0,,4.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Granodiorite,Granodiorite,,diorite / quartz diorite,,722136.17,5144172.48,1841.28,desurvey,,Yambat_Petrographic_Master_Data__All.csv
OVD029@122.4,OVD029-122.4,OVD029,122.4,,122.4,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro,Gabbrodiorite,Gabbro,gabbrodiorite,,722168.66,5144143.64,1731.14,desurvey,"D5: the report that describes this sample names the interval 123-124.5 m (`OVD029-122.4 (123-124.5)`), but the master workbook stores it at 122.4-122.4 m — a 0.6 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.6 m",Yambat_Petrographic_Master_Data__All.csv
OVD029@129.4,OVD029-129.4,OVD029,129.4,,129.4,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro,Gabbro,,gabbro / gabbronorite / norite,,722170.51,5144141.92,1724.61,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41524,,OVD030,124.3,124.3,124.3,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Weakly mineralized gabbro,Хувирсан оливин габбро,Peridotite,olivine gabbro / melagabbro,,722116.28,5144145.07,1724.93,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41546,,OVD030,161.7,161.7,161.7,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Poorly mineralized gabbro,Оливин габбро,Peridotite,olivine gabbro / melagabbro,,722116.21,5144148.05,1687.65,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41565,,OVD030,194.0,,194.0,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Poorly mineralized gabbro,Карбанат хээрийн габбро,Alkalic Gabbro,gabbro / gabbronorite / norite,,722116.27,5144150.69,1655.46,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41582,,OVD030,268.8,268.8,268.8,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Diorite,Хувирсан кварцат диорит,Diorite,diorite / quartz diorite,,722116.58,5144156.76,1580.9,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41504,,OVD030,30.4,30.4,30.4,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Diorite,Хувирсан габбро,,gabbro / gabbronorite / norite,,722116.6,5144137.53,1818.53,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41508,,OVD030,69.9,69.9,69.9,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Unmineralized Gabbro,Оливинтой габбронорит,,gabbro / gabbronorite / norite,,722116.39,5144140.71,1779.16,desurvey,,Yambat_Petrographic_Master_Data__All.csv
41799,,OVD032,336.9,336.9,336.9,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Gabbrodiorite,Кварц‑карбонат метасоматит,Peridotite,skarn / metasomatite,,722085.9,5144207.78,1572.56,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43307,,OVD033,312.8,312.8,312.8,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Siltstone,хүдрийн эрдэсжилттэй хээрийн жонш -карбонат-кварцын метасоматит,,skarn / metasomatite,,722022.46,5144236.44,1555.61,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43311,,OVD033,331.8,331.8,331.8,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Gabbrdiorite,Эпидотот амфиболит,,amphibolite / metabasite,,722018.41,5144229.45,1538.42,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46336,,OVD035,47.4,47.4,47.4,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Gabbrodiorite,Диорит,,diorite / quartz diorite,,721908.82,5144620.61,1782.55,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46342,,OVD035,58.5,58.5,58.5,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Gabbrodiorite,Эвэрттугмат габбродиорит,,gabbrodiorite,,721906.26,5144618.87,1771.89,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46381,,OVD036,108.8,108.8,108.8,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Hb Peridotite,Пикрит,,peridotite / ultramafic,,721896.0,5144646.28,1733.51,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46393,,OVD036,121.5,121.5,121.5,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Olivine Gabbro,Хувирсан оливинт габбро,,gabbro / gabbronorite / norite,,721894.82,5144652.62,1722.57,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46363,,OVD036,29.4,29.4,29.4,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Gabbrodiorite,Габбродиорит,,gabbrodiorite,,721904.36,5144606.84,1801.91,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46369,,OVD036,89.2,89.2,89.2,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Gabbrodiorite,Андезитын туф,,volcanic / subvolcanic,,721897.88,5144636.45,1750.37,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46470,,OVD038,137.57,137.57,137.57,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Diorite,Хувирсан андезит,,volcanic / subvolcanic,,721907.95,5144606.55,1690.59,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46440,,OVD038,22.5,22.5,22.5,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Altereted Gabbrodiorite,Карбанаттай метасоматит,,skarn / metasomatite,,721907.92,5144594.57,1805.03,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46451,,OVD038,40.3,40.3,40.3,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Px Hb Gabbro,Хувирсан габбро,,gabbro / gabbronorite / norite,,721907.87,5144596.51,1787.33,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46459,,OVD038,53.4,53.4,53.4,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Olivine Gabbro,Оливин габбро,,olivine gabbro / melagabbro,,721907.85,5144597.93,1774.31,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46462,,OVD038,58.9,58.9,58.9,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Altereted Gabbrodiorite,Альбит‑биотит габбро,,gabbro / gabbronorite / norite,,721907.84,5144598.52,1768.84,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46511,,OVD039,106.8,106.8,106.8,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Dolerite?,Верлит,,peridotite / ultramafic,,721900.01,5144558.31,1731.12,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46489,,OVD039,35.0,35.0,35.0,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Poorly mineralised gabbro,Эвэрттугмат верлит,,peridotite / ultramafic,,721914.2,5144586.4,1795.66,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46496,,OVD039,46.1,46.1,46.1,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Poorly mineralised gabbro,Андезит,,volcanic / subvolcanic,,721911.97,5144582.2,1785.63,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46592,,OVD040,116.4,116.4,116.4,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Poorly mineralized Olivine Gabbro,Оливинт вебстерит,,peridotite / ultramafic,,722053.0,5144335.54,1725.72,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46545,,OVD040,44.4,44.4,44.4,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Weak mineralized Hornblende Peridotite,Верлит,,peridotite / ultramafic,,722056.77,5144316.12,1794.94,desurvey,,Yambat_Petrographic_Master_Data__All.csv
46564,,OVD040,77.5,77.5,77.5,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Weak mineralized Hornblende Peridotite,Эвэрхуурмагт перидотит,,peridotite / ultramafic,,722054.96,5144324.99,1763.11,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43201,OVD21-42.3,OVD021,42.3,,42.3,drill core,2024,,0,1,0,0,0,0,0,Mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722034.18,5144336.87,1798.75,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43211,OVD21-61,OVD021,61.0,,61.0,drill core,2024,,0,1,0,0,0,0,0,Mineralized gabbro,,,gabbro / gabbronorite / norite,,722038.93,5144329.24,1782.34,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43220,OVD21-76.6,OVD021,76.6,,76.6,drill core,2024,,0,1,0,0,0,0,0,Mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722042.93,5144322.96,1768.64,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43233,OVD21-94.4,OVD021,94.4,,94.4,drill core,2024,,0,1,0,0,0,0,0,Mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722047.39,5144315.79,1752.97,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43241,OVD21-107,OVD021,107.0,,107.0,drill core,2024,,0,1,0,0,0,0,0,Mineralized gabbro,Gabbro,,gabbro / gabbronorite / norite,,722050.51,5144310.72,1741.86,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43249,OVD21-116.1,OVD021,116.1,,116.1,drill core,2024,,0,1,0,0,0,0,0,High Mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722052.76,5144307.05,1733.85,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43251,OVD21-121,OVD021,121.0,,121.0,drill core,2024,,0,1,0,0,0,0,0,High Mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722053.96,5144305.07,1729.53,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43265,OVD21-146.9,OVD021,146.9,,146.9,drill core,2024,,0,1,0,0,0,0,0,Weakly mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722060.31,5144294.6,1706.71,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43267,OVD21-148.8,OVD021,148.8,,148.8,drill core,2024,,0,1,0,0,0,0,0,Weakly mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722060.78,5144293.83,1705.03,desurvey,Crawford 2025 caveat: sulfides too poorly polished to be informative [source: OVD021@148.8m],Yambat_Petrographic_Master_Data__All.csv
43280,OVD21-165.2,OVD021,165.2,,165.2,drill core,2024,,0,1,0,0,0,0,0,Poorly mineralized gabbro,Peridodtite,,peridotite / ultramafic,,722064.78,5144287.18,1690.59,desurvey,,Yambat_Petrographic_Master_Data__All.csv
42807,SC04-168.3,SC04,168.3,,168.3,drill core,2024,Altantsetseg,0,1,0,0,0,1,0,Spotted rock,schist,,schist / phyllite,,722560.92,5143935.72,1667.45,desurvey,,Yambat_Petrographic_Master_Data__All.csv
42808,SC04-171,SC04,171.0,,171.0,drill core,2024,Altantsetseg,0,1,0,0,0,1,0,Porphyritic basalt,Andesite,,volcanic / subvolcanic,,722560.36,5143934.84,1664.96,desurvey,,Yambat_Petrographic_Master_Data__All.csv
SC04@280.7,SC04-280.7 | 42808 (tag shared),SC04,280.7,,280.7,drill core,2024,Altantsetseg,0,1,0,0,0,1,0,Diorite,Diorite,,diorite / quartz diorite,,722536.81,5143898.52,1564.16,desurvey,tag 42808 shared with another sample; composite id assigned,Yambat_Petrographic_Master_Data__All.csv
43333,,SC06,16.7,16.7,16.7,drill core,2025,SHUTIS,0,0,0,0,0,0,0,Gabbro,Диабаз,,dolerite / diabase / basalt dyke,,722451.32,5146259.85,1917.49,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43353,,SC06,39.3,39.3,39.3,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Sandstone,Тольбон габбро,,gabbro / gabbronorite / norite,,722450.3,5146251.55,1896.49,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43460,,SC07,154.3,154.3,154.3,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Gabbro,Pyroxenite,Gabbro,peridotite / ultramafic,,727641.24,5142046.32,1702.9,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43471,,SC07,172.5,172.5,172.5,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Pyroxenite?-Poorly mineralized,Pyroxenite,Peridotite,peridotite / ultramafic,,727641.35,5142040.03,1685.82,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43477,,SC07,180.0,180.0,180.0,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Dunite,Pyroxenite,,peridotite / ultramafic,,727641.38,5142037.44,1678.78,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43494,,SC07,211.6,211.6,211.6,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Peridotite,Peridotite,,peridotite / ultramafic,,727641.4,5142026.56,1649.11,desurvey,,Yambat_Petrographic_Master_Data__All.csv
43515,,SC07,246.4,246.4,246.4,drill core,2025,SHUTIS,0,1,0,0,0,0,0,Peridotite,Peridotite,Peridotite,peridotite / ultramafic,,727641.23,5142014.66,1616.41,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45856,,OVD050,142.15,142.8,142.475,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Gabbrodiorite,,Gabbrodiorite,gabbrodiorite,,722384.89,5144034.82,1728.46,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45859,,OVD050,144.27,146.2,145.235,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Diorite,,Gabbrodiorite,diorite / quartz diorite,,722384.2,5144033.61,1726.07,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45862,,OVD050,150.0,152.0,151.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hydrothermal breccia,,,breccia / fault rock,,722382.75,5144031.08,1721.1,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45865,,OVD050,154.92,156.0,155.46,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hydrothermal breccia,,,breccia / fault rock,,722381.62,5144029.12,1717.26,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45871,,OVD050,160.4,162.0,161.2,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Dolerite,,Gabbrodiorite,dolerite / diabase / basalt dyke,,722380.16,5144026.6,1712.31,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44908,,SC11,154.1,156.0,155.05,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Rhyolite,,,volcanic / subvolcanic,,727642.0,5142095.43,1704.3,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44922,,SC11,172.45,174.0,173.225,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Gabbrodiorite,,,gabbrodiorite,,727642.13,5142089.26,1687.21,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44946,,SC11,217.3,219.0,218.15,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,,peridotite / ultramafic,,727642.23,5142073.57,1645.11,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44947,,SC11,219.0,221.0,220.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,,peridotite / ultramafic,,727642.23,5142072.91,1643.39,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44950,,SC11,223.0,225.0,224.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Norite,,,gabbro / gabbronorite / norite,,727642.21,5142071.48,1639.65,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44957,,SC11,233.65,235.0,234.325,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,Peridotite,peridotite / ultramafic,,727642.17,5142067.79,1630.0,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44966,,SC11,244.65,246.0,245.325,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,Peridotite,peridotite / ultramafic,,727642.09,5142063.85,1619.74,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44967,,SC11,246.0,248.0,247.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,Peridotite,peridotite / ultramafic,,727642.07,5142063.24,1618.17,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44971,,SC11,252.0,254.0,253.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,,peridotite / ultramafic,,727642.02,5142061.08,1612.58,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44976,,SC11,259.0,261.0,260.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,,peridotite / ultramafic,,727641.95,5142058.55,1606.05,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44979,,SC11,263.7,265.45,264.575,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Norite and Fault,,,gabbro / gabbronorite / norite,,727641.9,5142056.9,1601.79,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44981,,SC11,267.0,269.0,268.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Peridotite,,Peridotite,peridotite / ultramafic,,727641.85,5142055.65,1598.6,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44987,,SC11,275.0,277.0,276.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,Peridotite,peridotite / ultramafic,,727641.74,5142052.74,1591.15,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44992,,SC11,281.87,283.51,282.69,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,Peridotite,peridotite / ultramafic,,727641.63,5142050.3,1584.92,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44998,,SC11,289.8,290.25,290.025,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,Peridotite,peridotite / ultramafic,,727641.5,5142047.61,1578.09,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44999,,SC11,290.25,291.09,290.67,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Diorite,,,diorite / quartz diorite,,727641.48,5142047.38,1577.49,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44261,,SC11,308.0,310.0,309.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,,peridotite / ultramafic,,727641.08,5142040.63,1560.45,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44266,,SC11,318.0,320.0,319.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,,peridotite / ultramafic,,727640.82,5142036.91,1551.18,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44270,,SC11,322.44,323.65,323.045,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Norite,,,gabbro / gabbronorite / norite,,727640.7,5142035.4,1547.43,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44272,,SC11,324.0,325.3,324.65,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Diorite,,,diorite / quartz diorite,,727640.66,5142034.8,1545.94,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44276,,SC11,326.3,328.1,327.2,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Norite,,,gabbro / gabbronorite / norite,,727640.59,5142033.84,1543.58,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44281,,SC11,334.0,336.0,335.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,,peridotite / ultramafic,,727640.35,5142030.9,1536.35,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44285,,SC11,340.0,341.0,340.5,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Diorite,,,diorite / quartz diorite,,727640.18,5142028.82,1531.27,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44287,,SC11,342.1,344.0,343.05,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Norite,,,gabbro / gabbronorite / norite,,727640.1,5142027.86,1528.91,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44293,,SC11,350.0,352.0,351.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Diorite?,,,diorite / quartz diorite,,727639.83,5142024.84,1521.56,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44300,,SC11,360.0,362.0,361.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Hornblende peridotite,,Peridotite,peridotite / ultramafic,,727639.49,5142021.03,1512.32,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44307,,SC11,370.0,372.0,371.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,Peridotite,peridotite / ultramafic,,727639.13,5142017.2,1503.09,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44312,,SC11,376.85,377.5,377.175,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Norite,,,gabbro / gabbronorite / norite,,727638.89,5142014.83,1497.39,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44318,,SC11,384.8,385.6,385.2,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Peridotite,,Gabbro,peridotite / ultramafic,,727638.57,5142011.74,1489.99,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44321,,SC11,389.0,391.0,390.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,,peridotite / ultramafic,,727638.36,5142009.9,1485.56,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44323,,SC11,392.5,393.8,393.15,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Peridotite,,Peridotite,peridotite / ultramafic,,727638.22,5142008.68,1482.66,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44328,,SC11,399.0,401.0,400.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Pyroxenite,,Peridotite,peridotite / ultramafic,,727637.89,5142006.04,1476.35,desurvey,,Yambat_Petrographic_Master_Data__All.csv
44337,,SC11,412.0,414.0,413.0,drill core,2025,Altantsetseg,0,0,0,0,0,0,0,Peridotite,,Gabbro,peridotite / ultramafic,,727637.24,5142000.99,1464.39,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45616,,BS001,109.6,111.6,110.6,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Andesite,Diorite Porphyry,Gabbro,diorite / quartz diorite,,725919.13,5138609.25,1638.78,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45625,,BS001,195.0,196.8,195.9,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Sandstone,,,sediment / metasediment,,725933.65,5138623.57,1555.96,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45632,,BS001,281.0,283.0,282.0,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Dolerite,Gabbrodiorite,Alkalic Gabbro,gabbrodiorite,,725948.96,5138637.33,1472.36,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45634,,BS001,284.2,286.1,285.15,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Gabbro,Gabbrodiorite,Gabbrodiorite,gabbrodiorite,,725949.54,5138637.82,1469.3,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45635,,BS001,286.1,288.0,287.05,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Diorite,Gabbrodiorite,Diorite,gabbrodiorite,,725949.89,5138638.12,1467.45,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45639,,BS001,294.0,296.0,295.0,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Gabbro,Diorite Porphyry,Alkalic Gabbro,diorite / quartz diorite,,725951.34,5138639.35,1459.73,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45652,,BS001,380.0,382.0,381.0,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Siltstone,Siltstone,,sediment / metasediment,,725967.23,5138652.21,1376.2,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45656,,BS001,442.8,443.4,443.1,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Siltstone,Siltstone,,sediment / metasediment,,725979.14,5138660.99,1315.89,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45659,,BS001,460.3,461.25,460.775,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Dacite,Gabbrodiorite,Gabbrodiorite,gabbrodiorite,,725982.61,5138663.41,1298.73,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45663,,BS001,483.1,484.7,483.9,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Gabbrodiorite,Diorite,Diorite,diorite / quartz diorite,,725987.27,5138666.48,1276.29,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45675,,BS001,500.65,502.05,501.35,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Gabbrodiorite,Gabbrodiorite,Gabbrodiorite,gabbrodiorite,,725990.8,5138668.75,1259.35,desurvey,,Yambat_Petrographic_Master_Data__All.csv
45681,,BS001,508.55,510.55,509.55,drill core,2025,Altantsetseg,1,1,0,0,0,0,0,Gabbrodiorite,Gabbrodiorite,Gabbrodiorite,gabbrodiorite,,725992.46,5138669.8,1251.39,desurvey,,Yambat_Petrographic_Master_Data__All.csv
40904,,OVD002,44.2,,44.2,drill core,2023,Mireslab,0,1,0,0,1,0,0,gossan,,,gossan / oxidized,,722011.84,5144334.01,1791.67,desurvey,absent from Master All sheet,Petrograph_2023__Sheet1.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv
