sample_id,hole_id_norm,depth_from_m,depth_to_m,Au_ppm__PGM_ICP27,Pt_ppm__PGM_ICP27,Pd_ppm__PGM_ICP27,Ag_ppm__ME_ICP61,Al_pct__ME_ICP61,As_ppm__ME_ICP61,Ba_ppm__ME_ICP61,Be_ppm__ME_ICP61,Bi_ppm__ME_ICP61,Ca_pct__ME_ICP61,Cd_ppm__ME_ICP61,Co_ppm__ME_ICP61,Cr_ppm__ME_ICP61,Cu_ppm__ME_ICP61,Cu_pct__Cu_OG62,Fe_pct__ME_ICP61,Ga_ppm__ME_ICP61,K_pct__ME_ICP61,La_ppm__ME_ICP61,Li_ppm__ME_ICP61,Mg_pct__ME_ICP61,MgO_pct__ME_ICP61,Mn_ppm__ME_ICP61,Mo_ppm__ME_ICP61,Na_pct__ME_ICP61,Ni_ppm__ME_ICP61,Ni_pct_ppm__Ni_OG62,P_pct__ME_ICP61,Pb_ppm__ME_ICP61,S_pct__ME_ICP61,Sb_ppm__ME_ICP61,Sc_ppm__ME_ICP61,Sr_ppm__ME_ICP61,Th_ppm__ME_ICP61,Ti_pct__ME_ICP61,Tl_ppm__ME_ICP61,U_ppm__ME_ICP61,V_ppm__ME_ICP61,W_ppm__ME_ICP61,Zn_ppm__ME_ICP61,Zr_ppm__IC40M,Se_PPM__IC40M,Rb_PPM__IC40M,Y_PPM__IC40M,Nb_PPM__IC40M,In_PPM__IC40M,Sn_PPM__IC40M,Te_PPM__IC40M,Cs_PPM__IC40M,Ce_PPM__IC40M,Tb_PPM__IC40M,Yb_PPM__IC40M,Lu_PPM__IC40M,Hf_PPM__IC40M,Ta_PPM__IC40M,Pr_PPM__IC90M,Nd_PPM__IC90M,Sm_PPM__IC90M,Eu_PPM__IC90M,Gd_PPM__IC90M,Dy_PPM__IC90M,Ho_PPM__IC90M,Er_PPM__IC90M,Tm_PPM__IC90M,Ge_PPM__IC90M,Al2O3_pct__ME_XRF26,BaO_pct__ME_XRF26,CaO_pct__ME_XRF26,Cr2O3_pct__ME_XRF26,Fe2O3_pct__ME_XRF26,K2O_pct__ME_XRF26,MgO_pct__ME_XRF26,MnO_pct__ME_XRF26,Na2O_pct__ME_XRF26,P2O5_pct__ME_XRF26,SO3_pct__ME_XRF26,SiO2_pct__ME_XRF26,SrO_pct__ME_XRF26,TiO2_pct__ME_XRF26,Total_pct__ME_XRF26,PbO_pct__XRF76V,CuO_pct__XRF76V,TiO2_pct__XRF76V,V2O5_pct__XRF76V,ZnO_pct__XRF76V
42376,OVD015,165.5,,0.005,0.01,0.003,2,4.84,6,173,0.4,0.04,3.31,0.1,85.4,594,313,,8.55,10,0.63,8.7,49,13.75,22.7975,1386,0.15,0.89,745,0.0745,0.0875,1,0.19,0.14,17.3,394,1,0.38,0.12,0.37,113,0.1,86,66.3,2,11.9,14.2,2.4,0.04,0.6,0.06,3,22.1,0.39,1.3,0.19,1.65,0.13,4.12,18.1,4.4,1.27,4.02,4.34,0.98,2.37,0.38,1,,,,,,,,,,,,,,,,,,,,
42392,OVD015,177.4,,0.046,0.04,0.052,2,4.44,1,90,0.5,1.1,2.8,1.03,210,814,4670,0.467,13.4,10.1,0.39,7.1,20,11.55,19.1499,1242,0.47,0.75,4070,0.407,0.0765,15.8,3.71,0.08,16.7,213,0.7,0.41,0.08,0.28,110,0.1,100,70.2,6,5.9,15.8,3.1,0.12,1.7,1.01,1,18,0.42,1.3,0.2,1.91,0.2,4.16,18.3,4,1.28,4.08,3.61,0.72,2.13,0.29,2,,,,,,,,,,,,,,,,,,,,
42388,OVD015,175.5,,0.002,0.01,0.004,2,6.49,5,259,0.6,0.08,7.5,0.25,57.2,690,401,,6.49,14.4,0.65,9,18,6.37,10.56146,1148,0.31,2.48,420,0.042,0.0934,6.8,0.6,0.1,37,509,0.9,0.57,0.03,0.35,155,0.2,62,91.9,2,7,22.3,3.5,0.1,1.5,0.09,1,22.7,0.58,1.7,0.26,2.61,0.23,4.19,18.3,4.2,1.41,4.42,3.64,0.69,2.1,0.29,2,,,,,,,,,,,,,,,,,,,,
42389,OVD015,175.5,,0.004,0.01,0.008,2,6.24,1,146,0.7,0.08,4.14,0.31,79.1,676,819,,8.95,15,0.5,10.6,24,9.45,15.668099999999997,1328,0.35,1.54,872,0.0872,0.1215,3.5,0.8,0.12,20.6,297,1.1,0.75,0.03,0.45,174,0.2,91,101,2,6.5,24.5,4.8,0.11,1.9,0.17,1,27.2,0.63,1.9,0.29,2.76,0.27,4.02,17.6,3.9,1.23,4.1,3.51,0.7,1.94,0.29,2,,,,,,,,,,,,,,,,,,,,
42615,OVD020,60.6,,0.004,0.01,0.001,2,8.5,2,174,0.8,0.04,5.26,0.05,44.6,406,45.3,,7.06,14.7,0.66,12.6,20,6.64,11.00912,1209,0.23,2.01,190,0.019,0.1084,1.8,0.09,0.05,24.7,503,1.4,0.58,0.04,0.5,172,0.1,76,81.6,2,8.8,18.6,3.7,0.05,0.5,0.05,1,29.9,0.56,1.8,0.28,2.16,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42638,OVD020,101.4,,0.012,0.01,0.01,2,8.11,5,153,0.8,0.13,3.67,0.3,83.2,529,928,,7.5,15.1,0.42,14.2,37,7.34,12.16972,968,0.62,2.02,936,0.0936,0.1035,3.5,0.98,0.21,24.7,452,2.1,0.53,0.07,0.61,154,0.1,80,78.7,4,6.7,16.5,3.7,0.07,0.9,0.19,1,35.5,0.57,1.6,0.25,2.36,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42653,OVD020,124.2,,0.003,0.01,0.002,2,8.89,1,208,1,0.04,2.46,0.16,19.2,53,48.2,,6.11,19.3,1.14,9.6,79,2,3.316,1145,0.38,2.38,28,0.0028,0.1349,7.6,0.62,0.14,28.1,474,1.7,0.33,0.1,0.71,162,0.3,108,88.7,2,19.4,27.5,1.6,0.09,1.1,0.05,1,26.4,0.85,2.6,0.39,2.59,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47154,OVD022,8.7,8.9,0.01,0.01,0.01,0.5,5.02,8,180,0.5,2,8.28,0.5,61,576,363,0.0363,7.22,10,0.27,10,30,9.08,15.05464,1460,1,0.91,421,0.0421,0.047,7,0.01,5,41,283,20,0.36,10,10,187,10,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47155,OVD022,36.9,37.0,0.03,0.03,0.03,1.6,3.31,5,90,0.5,2,2.3,1.3,198,882,2800,0.28,11.7,10,0.27,10,20,14.15,23.4607,1285,1,0.68,3280,0.328,0.062,19,2.31,5,11,220,20,0.3,10,10,77,10,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47156,OVD022,45.4,45.5,0.04,0.03,0.04,2.1,3.64,5,90,0.5,3,2.46,1.4,217,859,3630,0.363,12.6,10,0.28,10,20,14.6,24.206799999999998,1315,1,0.77,3620,0.362,0.063,15,2.64,5,12,251,20,0.31,10,10,81,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47157,OVD022,55.6,55.7,0.03,0.03,0.04,1.9,3.83,5,50,0.5,3,2.38,0.9,196,845,3330,0.333,11.75,10,0.19,10,30,13.9,23.0462,1220,1,0.45,3390,0.339,0.069,14,2.76,5,13,108,20,0.36,10,10,91,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47158,OVD022,65.7,65.8,0.02,0.01,0.01,0.5,4.39,7,90,0.5,2,3.53,0.6,118,800,683,0.0683,9.35,10,0.34,10,20,13.75,22.7975,1360,1,0.99,1345,0.1345,0.073,11,0.67,5,15,298,20,0.41,10,10,99,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47159,OVD022,89.05,89.15,0.01,0.02,0.03,1.1,5.26,5,60,0.6,2,3.7,0.7,144,652,1975,0.1975,10.65,10,0.15,10,20,10.35,17.1603,1445,1,1.17,2200,0.22,0.097,6,1.78,5,17,206,20,0.53,10,10,120,10,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47160,OVD022,96.25,96.35,0.09,0.08,0.1,4.4,4.39,5,120,0.5,3,2.43,2,399,547,8070,0.807,16.45,10,0.31,10,20,8.36,13.860879999999998,1160,1,0.88,8550,0.855,0.079,34,8.23,5,14,279,20,0.43,10,10,104,10,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47161,OVD022,99.25,99.35,,,,1.1,6.65,6,170,0.7,2,6.42,0.8,80,257,1760,0.176,9.64,10,0.37,10,30,4.86,8.05788,1800,1,2.01,1140,0.114,0.115,14,2.02,5,30,779,20,0.62,10,10,184,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,13.27,0.02,8.86,0.05,13.72,0.44,8.27,0.24,2.87,0.26,4.34,45.23,0.08,1.06,,,,,,
47162,OVD022,105.6,105.7,0.06,0.05,0.07,2.2,6.58,9,200,0.7,2,3.15,1.1,186,471,3990,0.399,12,10,0.49,10,40,7.43,12.31894,1195,1,1.36,3610,0.361,0.095,25,3.27,5,19,513,20,0.53,10,10,128,10,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47163,OVD022,112.3,112.4,,,,2.1,6.53,32,120,0.6,2,6.09,1,182,334,5970,0.597,11.25,10,0.26,20,20,5.32,8.82056,1765,1,1.9,3630,0.363,0.112,15,3.35,5,16,509,20,0.53,10,10,120,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,0.01,8.48,0.07,16,0.33,9.05,0.23,2.67,0.26,8.44,40.3,0.06,0.87,,,,,,
47164,OVD022,124.2,124.3,,,,0.5,9.24,7,280,1,2,1.18,0.5,32,109,102,0.0102,7.18,20,1.62,10,80,2.12,3.51496,740,1,2,65,0.0065,0.095,13,1.62,5,30,447,20,0.46,10,10,165,10,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47165,OVD022,136.8,136.9,,,,0.5,8.71,5,210,0.8,2,0.6,0.5,28,142,124,0.0124,7.57,20,1.02,10,70,2.38,3.9460399999999995,1085,1,2.44,78,0.0078,0.097,8,0.5,5,32,431,20,0.49,10,10,203,10,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47166,OVD022,145.0,146.0,0.04,0.05,0.05,1.3,6.93,81,160,0.6,2,5.73,0.8,92,348,2340,0.234,8,10,0.28,20,40,5.56,9.21848,1665,1,2.09,1580,0.158,0.136,12,1.46,5,20,658,20,0.48,10,10,150,10,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47167,OVD022,163.8,163.9,,,,0.5,7.83,11,170,0.6,2,6.4,0.5,17,56,80,0.008,5.01,10,0.62,20,70,1.49,2.47042,1360,1,3.48,33,0.0033,0.124,11,0.94,5,21,420,20,0.5,10,10,124,10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47168,OVD023,15.65,15.75,0.01,0.01,0.01,0.5,3.9,5,100,0.5,2,7.57,0.5,88,694,221,0.0221,7.43,10,0.17,10,50,10.25,16.9945,1160,1,0.73,772,0.0772,0.067,7,0.01,5,13,327,20,0.31,10,10,89,10,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47169,OVD023,29.8,29.9,,,,0.5,6.97,9,100,0.6,2,7.55,0.6,49,321,157,0.0157,7.67,20,0.37,10,20,6.74,11.17492,1500,1,1,192,0.0192,0.065,7,0.9,5,37,368,20,0.52,10,10,253,10,83,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,0.01,10.5,0.07,11.07,0.42,11.55,0.2,1.46,0.14,2.17,45.48,0.04,0.9,,,,,,
47170,OVD023,34.3,34.4,0.03,0.03,0.04,1.8,3.3,5,90,0.5,2,2.5,1.5,199,942,3310,0.331,11.85,10,0.27,10,10,13.65,22.6317,1280,1,0.65,3100,0.31,0.066,22,2.65,5,12,229,20,0.33,10,10,86,10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47171,OVD023,65.7,65.8,0.03,0.03,0.03,1.7,4.23,7,100,0.5,2,2.83,1.3,168,836,2550,0.255,11.25,10,0.33,10,20,12.7,21.0566,1330,1,0.8,2820,0.282,0.08,30,2.28,5,14,322,20,0.39,10,10,88,10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47172,OVD023,83.8,83.9,0.01,0.01,0.01,0.5,4.47,7,100,0.5,2,3.39,0.7,99,844,140,0.014,8.46,10,0.33,10,30,13,21.554,1345,1,0.69,823,0.0823,0.075,6,0.24,5,15,343,20,0.39,10,10,99,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47173,OVD023,124.5,124.6,,,,0.5,8.93,12,100,0.6,2,1.77,0.6,26,34,106,0.0106,7.48,20,0.54,10,60,2.18,3.61444,1200,1,3.32,18,0.0018,0.04,5,0.34,5,29,426,20,0.69,10,10,234,10,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47174,OVD023,135.4,135.5,0.01,0.01,0.01,0.5,9.94,5,330,1,2,1.02,0.5,24,209,111,0.0111,7.84,20,1.79,10,90,2.87,4.75846,909,1,1.6,102,0.0102,0.04,6,0.98,5,37,387,20,0.61,10,10,196,10,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47175,OVD023,142.8,142.9,,,,0.5,9.24,7,210,0.8,2,1.44,0.5,34,155,141,0.0141,7.53,20,0.93,10,80,2.55,4.227899999999999,964,1,2.48,97,0.0097,0.117,8,1.08,5,34,370,20,0.65,10,10,211,10,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47176,OVD023,114.0,116.0,0.01,0.01,0.01,0.5,5.62,53,200,0.5,2,4.3,0.7,94,628,684,0.0684,8.11,10,0.27,10,60,10.25,16.9945,1245,1,1.14,1045,0.1045,0.08,5,0.6,5,16,526,20,0.44,10,10,105,10,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47130,OVD024,13.7,13.8,,,,0.5,9.5,5,260,0.9,2,1.96,0.5,30,120,109,0.0109,7.1,20,1.32,10,90,2.14,3.54812,1105,3,2.06,89,0.0089,0.067,9,0.01,5,31,407,20,0.51,10,10,169,10,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47131,OVD024,18.6,18.7,0.01,0.01,0.01,0.5,6.91,5,100,0.8,2,7.76,0.5,39,249,80,0.008,6.79,10,0.18,10,70,4.48,7.427840000000001,1370,1,0.73,96,0.0096,0.076,2,0.01,5,32,619,20,0.51,10,10,230,10,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47132,OVD024,30.4,30.5,,,,0.5,8.79,5,210,0.8,2,3.12,0.5,25,82,92,0.0092,6.32,20,0.98,10,60,1.96,3.2496799999999997,1095,2,3.05,97,0.0097,0.098,5,0.06,5,26,428,20,0.45,10,10,157,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47136,OVD024,54.0,54.1,,,,1.4,8.06,164,130,0.6,2,4.49,0.8,61,47,2120,0.212,7.94,10,0.33,10,20,1.76,2.91808,1135,1,3.85,1225,0.1225,0.089,17,2.07,5,18,640,20,0.46,10,10,131,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47138,OVD024,78.0,78.1,0.01,0.01,0.02,1.2,5.98,16,20,0.5,2,6.32,1,96,415,1435,0.1435,7.81,10,0.04,10,50,6.49,10.76042,983,1,1.56,1435,0.1435,0.093,13,1.25,5,14,272,20,0.48,10,10,104,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47140,OVD024,107.8,107.9,0.03,0.03,0.04,1.9,4.51,5,80,0.5,2,2.76,1.4,161,797,2960,0.296,10.7,10,0.23,10,40,12.7,21.0566,1275,1,0.5,2600,0.26,0.07,17,2,5,14,242,20,0.4,10,10,100,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47141,OVD024,148.3,148.4,0.05,0.03,0.05,1.1,6.58,25,190,0.6,2,4.57,0.9,108,548,1960,0.196,8.53,10,0.32,20,40,7.79,12.91582,1190,1,1.78,1805,0.1805,0.09,8,1.42,5,20,613,20,0.47,10,10,131,10,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47142,OVD024,160.5,160.6,0.01,0.01,0.01,0.5,6.21,5,100,0.7,2,9.16,0.5,34,276,82,0.0082,5.41,10,0.31,20,40,4.74,7.85892,1130,1,0.61,127,0.0127,0.056,5,0.55,5,25,366,20,0.38,10,10,150,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47133,OVD024,34.6,34.7,,,,0.5,9.68,9,250,0.9,2,0.89,0.5,17,37,302,0.0302,4.87,20,1.31,10,50,1.49,2.47042,473,2,3.95,171,0.0171,0.063,10,0.07,5,22,360,20,0.42,10,10,127,10,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47134,OVD024,42.2,42.3,0.01,0.01,0.01,0.5,8.96,5,190,0.7,2,1.36,0.5,17,83,95,0.0095,5.57,20,1.26,10,80,1.8,2.9844,828,1,2.99,42,0.0042,0.056,4,0.11,5,26,317,20,0.46,10,10,187,10,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47135,OVD024,50.8,50.9,0.01,0.01,0.02,1.1,6.48,5,200,0.7,2,4.59,0.9,108,476,1555,0.1555,8.88,10,0.39,10,20,7.97,13.21426,1285,1,1.66,1500,0.15,0.121,15,1.33,5,18,541,20,0.53,10,10,130,10,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47137,OVD024,73.5,73.6,,,,0.5,10.05,5,140,0.9,2,0.59,0.5,27,68,102,0.0102,5.65,20,0.55,10,50,1.79,2.96782,675,1,5.24,40,0.004,0.035,7,1.1,5,27,429,20,0.5,10,10,155,10,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47139,OVD024,86.9,87.0,0.02,0.03,0.05,1.8,5.78,25,170,0.7,2,3.12,1.1,270,378,3910,0.391,11.95,10,0.22,10,20,6.96,11.539679999999999,941,1,2.06,5050,0.505,0.139,5,5.26,5,17,410,20,0.57,10,10,139,10,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47148,OVD025,53.15,53.25,,,,3.5,6.13,5,210,0.5,2,4.16,1.8,166,514,5610,0.561,12.4,10,0.83,10,50,7.25,12.0205,1415,1,0.95,2970,0.297,0.09,34,3.55,5,23,321,20,0.44,10,10,149,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,0.02,5.6,0.11,17.45,0.99,11.85,0.18,1.37,0.2,7.69,39.31,0.04,0.72,,,,,,
47151,OVD025,58.55,58.65,,,,0.5,8.23,7,320,0.8,2,2.34,0.5,40,248,107,0.0107,7.05,20,0.76,10,70,4.05,6.714899999999999,1380,1,3.06,126,0.0126,0.088,6,0.3,5,30,345,20,0.5,10,10,205,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47143,OVD025,32.6,32.7,,,,0.5,8.11,8,210,0.8,2,3.28,0.5,40,307,91,0.0091,7.31,20,0.57,10,80,4.37,7.24546,1485,1,2.87,107,0.0107,0.095,5,0.13,5,34,489,20,0.56,10,10,234,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47144,OVD025,37.7,37.8,0.01,0.01,0.01,0.5,6.23,5,210,0.7,2,4.38,0.5,75,517,251,0.0251,7.79,10,0.6,20,50,9.34,15.485719999999999,1260,1,1.36,662,0.0662,0.115,6,0.28,5,19,486,20,0.64,10,10,140,10,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47145,OVD025,43.2,43.3,,,,0.5,6.08,5,220,0.6,2,6.53,0.8,59,411,683,0.0683,8.58,10,0.77,10,50,5.97,9.898259999999999,1335,1,1.44,568,0.0568,0.083,6,1.24,5,26,474,20,0.5,10,10,184,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,12.02,0.02,8.91,0.09,12.28,0.92,10.1,0.17,2.19,0.18,2.99,41.04,0.05,0.85,,,,,,
47146,OVD025,45.3,45.4,0.24,0.2,0.29,7,2.3,5,40,0.5,2,1.2,3.2,698,664,10000,1.86,23.1,10,0.13,10,20,8.05,13.3469,1150,1,0.23,10000,1.68,0.032,51,10,5,7,77,20,0.17,10,10,63,10,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47147,OVD025,46.9,47.0,0.25,0.15,0.2,5.9,4.27,5,60,0.5,2,2.15,2.8,356,459,10000,1.135,22.4,10,0.22,10,40,6.71,11.125179999999999,1470,2,0.47,8810,0.881,0.07,39,9.18,5,15,165,20,0.29,10,10,94,10,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47149,OVD025,55.4,55.5,,,,0.9,6.34,5,230,0.6,2,7.31,0.8,133,362,2080,0.208,8.98,10,0.71,20,50,5.99,9.93142,1485,1,1.29,1335,0.1335,0.114,9,2.26,5,24,422,20,0.47,10,10,161,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,0.02,9.98,0.08,12.81,0.85,10.05,0.19,1.83,0.27,4.87,40.38,0.04,0.79,,,,,,
47150,OVD025,57.4,57.5,,,,0.5,7.74,5,230,0.7,2,4.23,0.7,53,318,629,0.0629,7.48,10,0.53,10,50,4.32,7.16256,1540,2,2.99,169,0.0169,0.094,9,0.49,5,33,443,20,0.5,10,10,243,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,14.86,0.02,5.56,0.07,10.44,0.61,7.16,0.2,4.13,0.2,0.97,48.51,0.04,0.81,,,,,,
47152,OVD025,61.4,61.5,,,,0.5,8.4,6,300,0.7,2,2.94,0.5,37,230,115,0.0115,7.04,20,0.74,10,60,3.99,6.61542,1375,1,3.38,119,0.0119,0.095,7,0.27,5,30,260,20,0.51,10,10,207,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47177,OVD026,14.9,15.1,0.04,0.08,0.03,0.5,4.87,82,50,0.7,2,7.31,0.5,80,202,2550,0.255,8.09,10,0.09,20,10,3.19,5.28902,2560,5,2.79,777,0.0777,0.13,24,0.02,5,14,224,20,0.55,10,10,148,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47179,OVD026,19.9,20.1,0.01,0.01,0.01,0.5,6.42,11,170,0.8,2,5.9,0.5,58,327,370,,6.83,10,0.36,20,30,5.79,9.59982,1670,1,2.09,531,0.0531,0.114,7,0.02,5,17,521,20,0.58,10,10,133,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47192,OVD026,100.9,101.1,0.4,0.21,0.26,18,3.43,5,60,0.5,6,3.07,6.6,379,579,10000,2.47,22.4,10,0.18,10,20,7.34,12.16972,1295,1,0.41,9410,0.941,0.031,135,9.42,5,13,230,20,0.21,10,10,90,10,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47188,OVD026,104.9,105.1,0.1,0.11,0.12,8.5,3.25,5,60,0.5,4,3.18,2.4,632,513,10000,1.65,21.9,10,0.19,10,20,5.97,9.898259999999999,1270,1,0.47,10000,1.045,0.023,66,10,5,11,445,20,0.18,10,10,86,10,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47191,OVD026,105.4,105.6,0.17,0.25,0.32,12,0.21,5,10,0.5,9,0.2,4.6,1310,86,10000,3.15,49.2,10,0.02,10,10,0.34,0.56372,399,1,0.03,10000,3.44,0.002,77,10,5,1,15,20,0.02,10,10,22,10,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47190,OVD026,106.7,106.9,0.07,0.07,0.1,3.7,4.34,5,70,0.5,6,4.44,1.7,291,632,6820,0.682,16.4,10,0.18,10,30,8.74,14.49092,1345,1,0.37,6590,0.659,0.032,38,6.57,5,14,445,20,0.23,10,10,79,10,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47193,OVD026,110.9,111.1,0.08,0.05,0.05,4.4,6.03,7,110,0.5,3,5.54,1.6,127,567,4560,0.456,10.05,10,0.3,10,30,9.27,15.369659999999998,1295,1,0.75,2150,0.215,0.062,29,2.73,5,17,353,20,0.33,10,10,104,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47178,OVD026,16.4,16.6,0.03,0.01,0.01,0.5,6.95,27,50,0.6,2,9.74,0.5,32,45,1185,0.1185,6.18,10,0.12,20,20,1.6,2.6528,2160,1,3.25,567,0.0567,0.246,15,0.01,5,17,450,20,0.53,10,10,101,10,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47180,OVD026,32.7,32.9,0.01,0.01,0.01,0.5,5.98,5,100,0.7,2,5.51,0.5,57,403,112,,6.73,10,0.19,20,50,6.85,11.357299999999999,1180,1,1.54,459,0.0459,0.112,7,0.02,5,18,417,20,0.56,10,10,132,10,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47181,OVD026,42.3,42.5,0.01,0.01,0.01,0.5,5.77,5,170,0.7,2,4.71,0.5,77,463,224,,7.47,10,0.19,20,60,9.1,15.087799999999998,1170,1,1.53,627,0.0627,0.106,7,0.24,5,17,538,20,0.55,10,10,129,10,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47182,OVD026,51.1,51.3,0.01,0.01,0.01,0.5,5.9,7,220,0.6,2,5.07,0.5,68,488,129,,7.46,10,0.36,20,40,9.01,14.938579999999998,1190,1,1.53,509,0.0509,0.1,7,0.27,5,25,450,20,0.6,10,10,151,10,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47183,OVD026,61.7,61.9,0.01,0.01,0.01,0.5,5.82,7,120,0.6,2,4.26,0.5,74,561,210,,7.72,10,0.29,10,40,9.88,16.38104,1185,1,1.4,658,0.0658,0.094,9,0.36,5,18,417,20,0.55,10,10,124,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47184,OVD026,71.7,71.9,0.01,0.01,0.01,0.5,5.23,5,140,0.5,3,3.57,0.5,91,683,420,,8.4,10,0.44,10,50,11.45,18.984099999999998,1255,1,1.1,905,0.0905,0.088,7,0.47,5,15,416,20,0.47,10,10,109,10,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47185,OVD026,84.1,84.3,0.02,0.02,0.02,1.1,4.58,5,90,0.5,2,3.27,0.9,133,806,2280,0.228,10.05,10,0.3,10,20,12.5,20.724999999999998,1325,1,0.84,1905,0.1905,0.079,16,1.44,5,15,283,20,0.44,10,10,103,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
