sample_id,desc_id,raw_sample_id,raw_hole_id,raw_depth,source_file,analyst_or_lab,report_date,language,rock_name,rock_name_original,texture,minerals_json,alteration,opaque_minerals,description_text,join_method,qa_notes
43167,D0280,CRSO1A-188.4,CRS01A,188.4,English 41 Petrographic and Mineragraphic description.docx,,,mn,"Strongly brecciated, silicified, carbonatised, mineralised chlorite-serpentine metasomatite (chloritic serpentinite)","Хүчтэй брекчлэгдэн цахиуржиж, карбонатчлагдан хүдэржсэн хлорит-серпентинт метасоматит (хлориттой серпентинит)","Heterogranolepidoblastic; breccia-like, banded, lenticular, veined","[{""mineral"": ""Serpentine"", ""pct"": ""30-35""}, {""mineral"": ""Chlorite"", ""pct"": ""15-20""}, {""mineral"": ""Pyroxene"", ""pct"": ""3-5""}, {""mineral"": ""Quartz"", ""pct"": ""15-20""}, {""mineral"": ""Carbonate"", ""pct"": ""10-15""}, {""mineral"": ""Magnetite"", ""pct"": ""rare""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""5-8""}, {""mineral"": ""Pyrite"", ""pct"": ""10-15""}]",Intense silicification and carbonatisation; numerous quartz-carbonate-ore veins 0.1-10.0 mm giving breccia-like structure,"Magnetite-pyrite-chalcopyrite paragenesis; pyrite veins predominate (0.5-15.0 mm wide, grains 0.2-3.0 mm), displaced by chalcopyrite; rare chromite micro-grains; chalcopyrite also intergrown with chlorite-serpentine","Brecciated serpentinite: lenticular chlorite and serpentine aggregates (rare rhombic pyroxene relicts) crosscut by abundant quartz, carbonate and coarse ore veins; mineralisation accompanies the late carbonate-quartz stage.",label,
42513,D0281,OVD010-97.7,OVD010,97.7,English 41 Petrographic and Mineragraphic description.docx,,,mn,Highly altered gabbrodiorite porphyry (albite-chlorite-carbonate metasomatite),Хүчтэй хувирсан габбродиорит порфир (Габбродиорит-порфироор үүссэн альбит-хлорит-карбонатат метасоматит),"Relict porphyritic; groundmass relict prismatic granular, relict subophitic; weakly parallel","[{""mineral"": ""Chlorite-carbonate pseudomorphs after plagioclase"", ""pct"": ""55-60""}, {""mineral"": ""Chlorite pseudomorph"", ""pct"": ""35-40""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""trace""}, {""mineral"": ""Pyrite"", ""pct"": ""rare""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}, {""mineral"": ""Titanite (sphene)"", ""pct"": ""0.5""}]","Near-total replacement by carbonate, chlorite, albite, sericite, quartz, leucoxene; carbonate(-quartz) veinlets 0.2-0.3 mm",Pyrite-chalcopyrite paragenesis; sparse euhedral pyrite 0.02-0.2 mm (some resembling pyrrhotite) and isolated chalcopyrite 0.01-0.05 mm with chlorite-carbonate,Gabbrodiorite porphyry with plagioclase and mafic phenocrysts (20-25%) fully pseudomorphed by albite-carbonate and chlorite; abundant titanite micro-grains in chlorite pseudomorphs. Weakly mineralised.,label,
42539,D0282,OVD010-226.3,OVD010,226.3,English 41 Petrographic and Mineragraphic description.docx,,,mn,Serpentine-carbonate-actinolite-chlorite metasomatite (derived from gabbro or ultramafic rock),Серпентин-карбонат-актинолит-хлоритот метасоматит (Габбро юмуу хэт суурилаг чулуугаар үүссэн),"Granonematolepidoblastic, relict micro-panidiomorphic; weakly parallel","[{""mineral"": ""Carbonate-serpentine-actinolite pseudomorph"", ""pct"": ""55-60""}, {""mineral"": ""Chlorite pseudomorph"", ""pct"": ""35-40""}, {""mineral"": ""Pyrite"", ""pct"": ""0.5""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}, {""mineral"": ""Titanite (sphene)"", ""pct"": ""rare""}, {""mineral"": ""Zircon"", ""pct"": ""trace""}]",Complete pseudomorphic replacement; epigenetic quartz and carbonate veinlets 0.5-2.0 mm,"Titanite-pyrite paragenesis; euhedral pyrite 0.02-0.4 mm evenly distributed, locally micro-lenticular aggregates","Fully metasomatised fine-grained melanocratic gabbro or ultramafic rock: idiomorphic hexagonal pseudomorphs (0.2-0.8 mm) of quartz-carbonate-chlorite-serpentine-actinolite after mafic minerals (pyroxene), plus chlorite pseudomorphs after hornblende with abundant titanite inclusions.",label,
42553,D0283,OVD010-305.6,OVD010,305.6,English 41 Petrographic and Mineragraphic description.docx,,,en,Fine-grained hornblende gabbrodiorite,Жижиг ширхэгтэй эвэр хуурмагт габбордиорит,"Gabbroic, subophitic, prismatic granular; massive","[{""mineral"": ""Altered plagioclase"", ""pct"": ""65-70""}, {""mineral"": ""Hornblende"", ""pct"": ""25-30""}, {""mineral"": ""Pyrite"", ""pct"": ""0.2""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}, {""mineral"": ""Titanite (sphene)"", ""pct"": ""rare""}, {""mineral"": ""Zircon"", ""pct"": ""trace""}]","Plagioclase to sericite-carbonate-pelite (zoned, fresh rims); minor chlorite; late quartz-carbonate micro-lenses",Titanite-pyrite-chalcopyrite paragenesis from late weak mineralisation; sparse euhedral pyrite 0.03-0.2 mm and chalcopyrite micro-aggregates in quartz and chlorite,"Fresh-looking fine hornblende gabbrodiorite: intermediate zoned plagioclase with interstitial green-brown hornblende; rare chlorite pseudomorphs after biotite with rutile-titanite. Weak, late mineralisation only.",label,
42030,D0284,OVD011-107.4,OVD011,107.4,English 41 Petrographic and Mineragraphic description.docx,,,mn,"Silicified, carbonatised and mineralised silty argillite","Цахиуржиж, карбонатчлагдан, хүдэржсэн алевритлаг аргиллит","Blastoaleuropelitic, matrix microlepidoblastic; massive, weakly breccia-like","[{""mineral"": ""Micaceous-clayey aggregate"", ""pct"": ""75-80""}, {""mineral"": ""Relict siltstone fragments"", ""pct"": ""1-2""}, {""mineral"": ""Quartz (epigenetic)"", ""pct"": ""5-8""}, {""mineral"": ""Carbonate (epigenetic)"", ""pct"": ""1-3""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""8-10""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}]",Silicification and carbonatisation; carbonate-quartz lenses/veinlets 0.1-2.0 mm,"Pyrrhotite-chalcopyrite; pyrrhotite lenses/veins 0.1-2.5 mm wide in carbonate-quartz veins, chalcopyrite micro-aggregates displacing its margins",Cryptolepidoblastic clayey-sericite-chlorite argillite with rare relict silt quartz fragments; weak mineralisation associated with late quartz-carbonate veinlets (pyrrhotite dominant). XRD suggested for precise identification of the clay-mica aggregate.,label,
42031,D0285,OVD011-109.1,OVD011,109.1,English 41 Petrographic and Mineragraphic description.docx,,,mn,Weakly mineralised chlorite-sericite micro-schist (phyllite) derived from siltstone,Сулавтар хүдэржсэн алевролитоор үүссэн хлорит-серицитэт бичил занар (филлит),"Microlepidoblastic, blastoaleuritic; schistose, lenticular, spotted","[{""mineral"": ""Sericite"", ""pct"": ""40-45""}, {""mineral"": ""Chlorite"", ""pct"": ""45-50""}, {""mineral"": ""Silt-sized relict fragments"", ""pct"": ""3-5""}, {""mineral"": ""Ilmenite"", ""pct"": ""rare""}, {""mineral"": ""Pyrite"", ""pct"": ""5-7""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}, {""mineral"": ""Quartz (secondary)"", ""pct"": null}, {""mineral"": ""Carbonate (secondary)"", ""pct"": null}]",Sericite-chlorite schistosity; spotted sericite lenses possibly after cordierite; leucoxene-altered titanite,"Ilmenite-pyrite-chalcopyrite paragenesis; euhedral pyrite grains, micro-lenses and thin veinlets concentrated in a 10x25 mm aleuroargillite lens; dust-like pyrite in main mass; rare chalcopyrite 0.01-0.1 mm",Phyllite of aligned sericite-chlorite with blastoaleuritic quartz relicts and meta-siltstone lenticles; a dark aleuroargillite lens is mineralised with abundant pyrite micro-lenses and veinlets.,label,
42032,D0286,OVD11-109.6,OVD011,109.6,English 41 Petrographic and Mineragraphic description.docx,,,mn,Carbonatised fine-grained feldspar-quartz sandy metasiltstone,Карбонатчлагдсан жижиг ширхэгтэй хээрийн жонш-кварцат элсжинлэг метаалевролит,"Blastopsammoaleuritic, matrix microlepidoblastic; schistose, folded","[{""mineral"": ""Quartz (fragments)"", ""pct"": ""15-20""}, {""mineral"": ""Feldspar (fragments)"", ""pct"": ""5-10""}, {""mineral"": ""Clayey-sericite-chlorite matrix"", ""pct"": ""70-75""}, {""mineral"": ""Titanite"", ""pct"": ""rare""}, {""mineral"": ""Pyrite"", ""pct"": ""0.1-0.3""}, {""mineral"": ""Quartz (epigenetic)"", ""pct"": ""rare""}, {""mineral"": ""Carbonate (epigenetic)"", ""pct"": ""5-8""}]",Carbonatisation: carbonate micro-lenses 0.2-3.0 mm along schistosity; rare quartz micro-lenses,"Titanite-pyrite paragenesis; micro-phenocrystic pyrite 0.01-0.1 mm evenly distributed, thin veinlets rimming carbonate lenses",Folded metasiltstone: aligned quartz and albitised feldspar fragments (25-30%) in microlepidoblastic clayey-sericite-chlorite matrix; carbonate lenses along schistosity; weak pyrite mineralisation.,label,
42043,D0287,OVD11-126.5,OVD011,126.5,English 41 Petrographic and Mineragraphic description.docx,,,mn,Weakly carbonatised and mineralised silty argillite (siltstone),"Сулавтар карбонатчлагдаж, хүдэржсэн алевритлаг аргиллит (алевролит)","Blastoaleuritic, cryptolepidoblastic; massive","[{""mineral"": ""Quartz (fragments)"", ""pct"": ""15-20""}, {""mineral"": ""Feldspar (fragments)"", ""pct"": ""5""}, {""mineral"": ""Micaceous-clayey matrix"", ""pct"": ""75-80""}, {""mineral"": ""Pyrite"", ""pct"": ""rare""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}, {""mineral"": ""Quartz (epigenetic)"", ""pct"": ""rare""}, {""mineral"": ""Carbonate (epigenetic)"", ""pct"": ""1-3""}]",Weak carbonatisation; quartz-carbonate veinlets 0.1-0.5 mm,Titanite-pyrite-chalcopyrite paragenesis; sparse micro-phenocrystic pyrite and chalcopyrite 0.01-0.1 mm; chalcopyrite micro-lenses in quartz-carbonate veins,"Siltstone of quartz(-feldspar) fragments in semi-isotropic pelitomorphic micaceous-clayey cement, weakly carbonatised and only sparsely mineralised.",label,
42049,D0288,OVD11-132.8,OVD011,132.8,English 41 Petrographic and Mineragraphic description.docx,,,mn,Mineralised and altered fine-grained melanocratic (olivine-hornblende) gabbro,"Хүдэржиж, хувирсан жижиг ширхэгтэй меланократ (оливин-эвэр хуурмагт) габбро","Poikilo-ophitic, ophitic; massive","[{""mineral"": ""Hornblende"", ""pct"": ""30-35""}, {""mineral"": ""Serpentine-talc pseudomorph"", ""pct"": ""35-40""}, {""mineral"": ""Plagioclase"", ""pct"": ""15-20""}, {""mineral"": ""Biotite"", ""pct"": ""5""}, {""mineral"": ""Magnetite"", ""pct"": ""rare""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""5-8""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""3-5""}, {""mineral"": ""Chromite"", ""pct"": ""rare""}]","Serpentine, saussurite, talc, actinolite, carbonate; olivine to talc-serpentine pseudomorphs; plagioclase to sericite-chlorite-epidote-carbonate",Chromite-magnetite-pyrrhotite-chalcopyrite paragenesis; pyrrhotite-chalcopyrite lens up to 8x20 mm associated with talc-serpentine pseudomorphs; chalcopyrite micro-grains in pseudomorphs,"Melanocratic gabbro of brownish-green hornblende, talc-serpentine pseudomorphs after olivine (0.3-1.8 mm) and zoned basic plagioclase; notable sulfide mineralisation as large pyrrhotite-chalcopyrite lenses tied to the pseudomorphs.",label,
42086,D0289,OVD11-189.2,OVD011,189.2,English 41 Petrographic and Mineragraphic description.docx,,,mn,Strongly altered medium-grained hornblende peridotite,Хүчтэй хувирсан дунд жижиг ширхэгтэй эвэр хуурмагтай перидотит,Panidiomorphic; massive,"[{""mineral"": ""Hornblende"", ""pct"": ""35-40""}, {""mineral"": ""Serpentine pseudomorph"", ""pct"": ""30-35""}, {""mineral"": ""Altered pyroxene"", ""pct"": ""20-25""}, {""mineral"": ""Magnetite"", ""pct"": ""rare""}, {""mineral"": ""Chromite"", ""pct"": ""rare""}, {""mineral"": ""Pyrite"", ""pct"": ""0.5""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}, {""mineral"": ""Talc+actinolite+carbonate (secondary)"", ""pct"": ""5-10""}]",Intense amphibolitisation (hornblende replacing pyroxene and olivine); serpentinization with talc-carbonate; coarse carbonate lenses 0.2-1.0 mm,"Chromite-magnetite-pyrite paragenesis; only sparse micro-phenocrystic magnetite, chromite, pyrite (0.01-0.2 mm) and rare chalcopyrite with carbonate-serpentine",Amphibolitised peridotite: dominant brownish-green hornblende displacing rhombic pyroxene relicts and serpentine(-talc-carbonate) pseudomorphs after olivine. Minimal mineralisation.,label,
42111,D0290,OVD14-35.9-36.1,OVD14,35.9,English 41 Petrographic and Mineragraphic description.docx,,,mn,Garnet-carbonate metasomatite (skarn),Гранат-карбонатат метасоматит (Скарн),"Porphyroblastic, granoblastic; weakly parallel","[{""mineral"": ""Carbonate (calcite)"", ""pct"": ""50-55""}, {""mineral"": ""Garnet"", ""pct"": ""30-35""}, {""mineral"": ""Quartz"", ""pct"": ""10-15""}, {""mineral"": ""Pyrite"", ""pct"": ""0.5-1.0""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}]",Late carbonate veinlets 0.1-0.5 mm with rare pyrite veinlets,Pyrite-chalcopyrite paragenesis; sparse chalcopyrite 0.02-0.2 mm and pyrite in the quartz-carbonate mass; pyrite veinlets 0.1-0.2 mm in late carbonate veins,Skarn of granoblastic calcite (strong HCl effervescence) with minor quartz and evenly distributed euhedral garnet porphyroblasts (0.3-1.5 mm). Sparse sulfides.,label,
42145,D0291,OVD14-88.3,OVD14,88.3,English 41 Petrographic and Mineragraphic description.docx,,,mn,Metasomatically strongly altered diorite porphyry,Метасоматозоор хүчтэй хувирсан диорит порфир,"Porphyritic; groundmass micro prismatic granular, microhypidiomorphic; massive","[{""mineral"": ""Plagioclase"", ""pct"": ""70-75""}, {""mineral"": ""Altered mafic minerals"", ""pct"": ""20-25""}, {""mineral"": ""Biotite"", ""pct"": ""3-5""}, {""mineral"": ""Quartz"", ""pct"": ""1-3""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""rare""}, {""mineral"": ""Chromite"", ""pct"": ""rare""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""trace""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}]","Sericite, pelite, chlorite, muscovite; epigenetic carbonate veinlets 0.1-0.3 mm; mafic phenocrysts fully to chlorite pseudomorphs with rutile",Chromite-pyrrhotite-chalcopyrite paragenesis; sparse chalcopyrite and pyrrhotite micro-grains with altered mafics; rare chromite in chlorite pseudomorphs; micro-prismatic pyrrhotite in carbonate veinlets,Diorite porphyry with sericitized zoned plagioclase phenocrysts and chlorite pseudomorphs after biotite/hornblende in a plagioclase-mafic-quartz groundmass; weakly mineralised.,label,
42147,D0292,OVD14-89.8A,OVD14,89.8,English 41 Petrographic and Mineragraphic description.docx,,,mn,Altered fine- to medium-grained pyroxene-hornblende gabbro,Хувирсан жижиг дунд ширхэгтэй пироксен-эвэр хуурмагт габбро,"Ophitic, poikilo-ophitic; massive","[{""mineral"": ""Altered plagioclase (table prints \""altered pyroxene\"")"", ""pct"": ""40-45""}, {""mineral"": ""Hornblende"", ""pct"": ""35-40""}, {""mineral"": ""Altered mon. pyroxene"", ""pct"": ""10-15""}, {""mineral"": ""Chlorite-serpentine pseudomorph"", ""pct"": ""5-10""}, {""mineral"": ""Magnetite"", ""pct"": ""trace""}, {""mineral"": ""Pyrite"", ""pct"": ""rare""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}, {""mineral"": ""Titanite"", ""pct"": ""rare""}, {""mineral"": ""Apatite"", ""pct"": ""0.5-1.0""}, {""mineral"": ""Sphene"", ""pct"": ""rare""}]","Sericite, pelite, serpentine, epidote, chlorite; plagioclase cores to sericite-epidote; olivine to chlorite-serpentine pseudomorphs",Magnetite-titanite-pyrite-chalcopyrite paragenesis; sparse micro-phenocrysts with mafics; skeletal leucoxenised titanite with chalcopyrite inclusions; euhedral pyrite 0.1-0.5 mm with pseudomorphs,"Slide A of sample 89.8: gabbro of zoned mafic plagioclase, brown hornblende with monoclinic pyroxene relicts, and chlorite-serpentine pseudomorphs after olivine. Weakly mineralised. (Mineral table first entry reads ""altered pyroxene"" but narrative describes plagioclase.)",hole+depth,
42150,D0293,OVD14-95.8-95.9,OVD14,95.8,English 41 Petrographic and Mineragraphic description.docx,,,mn,Mineralised and altered variably grained pyroxene-hornblende melanocratic gabbro,"Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-эвэр хуурмагт меланократ габбро","Hypidiomorphic, poikilo-ophitic, ophitic; massive, lenticular","[{""mineral"": ""Altered plagioclase"", ""pct"": ""25-30""}, {""mineral"": ""Hornblende"", ""pct"": ""35-40""}, {""mineral"": ""Altered mon. pyroxene"", ""pct"": ""5-10""}, {""mineral"": ""Talc-serpentine pseudomorph"", ""pct"": ""15-20""}, {""mineral"": ""Biotite"", ""pct"": ""1-3""}, {""mineral"": ""Magnetite"", ""pct"": ""0.5-1.0""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""3-5""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""0.5-1.0""}, {""mineral"": ""Pyrite"", ""pct"": ""0.5-1.0""}]","Sericite, pelite, epidote, chlorite, carbonate, quartz; olivine to talc-serpentine pseudomorphs","Magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis; ore lenses 0.5-10.0 mm mainly with carbonate, some intergrown with talc-serpentine; pyrrhotite dominant (0.5-8.0 mm) rimmed by chalcopyrite",Poikilo-ophitic gabbro dominated by coarse brown hornblende enclosing altered plagioclase and olivine; talc-serpentine pseudomorphs 0.6-2.0 mm. Mineralised with carbonate-associated sulfide lenses.,label,
42147,D0294,OVD14-89.8B,OVD14,89.8,English 41 Petrographic and Mineragraphic description.docx,,,mn,Carbonatised and albitised epidote-pyroxene-garnet-carbonate skarn,"Карбонатчлагдан, альбитжсан эпидот -пироксен-гранат-карбонаттай скарн","Granoblastic; lenticular, banded","[{""mineral"": ""Garnet"", ""pct"": ""25-30""}, {""mineral"": ""Monoclinic pyroxene"", ""pct"": ""15-20""}, {""mineral"": ""Carbonate"", ""pct"": ""15-20""}, {""mineral"": ""Epidote"", ""pct"": ""5-10""}, {""mineral"": ""Amphibole"", ""pct"": ""5-10""}, {""mineral"": ""Plagioclase"", ""pct"": ""10-15""}, {""mineral"": ""Serpentine"", ""pct"": ""3-5""}, {""mineral"": ""Quartz"", ""pct"": ""5-8""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""0.1""}, {""mineral"": ""Pyrite"", ""pct"": ""few""}]",Carbonatisation and albitisation; late coarse carbonate-albite veins/lenses 0.5-2.5 mm,"Pyrrhotite-pyrite paragenesis, sparse; pyrrhotite 0.02-0.2 mm micro-lenses with serpentine and altered hornblende; rare pyrite in late carbonate veins","Slide B of sample 89.8 (Cyrillic Б in source): complex skarn interpreted as gabbro-carbonate contact; garnet, calcite, pyroxene, epidote granoblastic aggregate with relict gabbro fragments; weakly mineralised.",hole+depth,
42158,D0295,OVD14-102.3,OVD14,102.3,English 41 Petrographic and Mineragraphic description.docx,,,mn,Mineralised and metasomatically strongly altered fine- to medium-grained peridotite,"Хүдэржиж, метасоматозоор хүчтэй хувирсан жижиг дунд ширхэгтэй перидотит","Relict panidiomorphic, granolepidoblastic; lenticular","[{""mineral"": ""Talc-chlorite-serpentine pseudomorph"", ""pct"": ""55-60""}, {""mineral"": ""Altered hornblende"", ""pct"": ""20-25""}, {""mineral"": ""Altered pyroxene"", ""pct"": ""5-10""}, {""mineral"": ""Magnetite"", ""pct"": ""rare""}, {""mineral"": ""Chromite"", ""pct"": ""rare""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""8-10""}, {""mineral"": ""Pyrite"", ""pct"": ""3-5""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""3-5""}, {""mineral"": ""Pentlandite"", ""pct"": ""1-3""}, {""mineral"": ""Carbonate (secondary)"", ""pct"": ""5-10""}, {""mineral"": ""Quartz (secondary)"", ""pct"": ""1-3""}]",Pervasive talc-chlorite-serpentine after olivine and pyroxene; hornblende to actinolite-carbonate-chlorite pseudomorphs; late quartz-carbonate veins/lenses,"Chromite-magnetite-pyrite-pentlandite-pyrrhotite-chalcopyrite paragenesis; ore lenses 0.8-30.0 mm occupying ~15-20% of section; pyrrhotite dominant (0.5-10.0 mm) rimmed by chalcopyrite, displacing pentlandite","Strongly altered peridotite, significantly mineralised: large evenly distributed Ni-Cu sulfide lenses (with pentlandite) mostly bounded by late quartz-carbonate, some intergrown with talc-serpentine.",label,
42164,D0296,OVD14-109.6,OVD14,109.6,English 41 Petrographic and Mineragraphic description.docx,,,mn,Weakly mineralised carbonate-actinolite-chlorite metasomatite derived from gabbrodiorite,Сулавтар хүдэржсэн габбродиоритоор үүссэн карбонат-актинолит-хлоритот метасоматит,"Micronematogranoblastic, relict micro-prismatic, hypidiomorphic; massive","[{""mineral"": ""Actinolite"", ""pct"": ""30-35""}, {""mineral"": ""Chlorite"", ""pct"": ""45-50""}, {""mineral"": ""Carbonate"", ""pct"": ""10-15""}, {""mineral"": ""Quartz"", ""pct"": ""1-3""}, {""mineral"": ""Ilmenite"", ""pct"": ""1-2""}, {""mineral"": ""Chromite"", ""pct"": ""trace""}, {""mineral"": ""Pyrite"", ""pct"": ""3-5""}, {""mineral"": ""Leucoxene (secondary)"", ""pct"": null}]",Complete metasomatic replacement by actinolite and chlorite pseudomorphs; carbonatisation (0.01-0.2 mm grains),Chromite-ilmenite-pyrite paragenesis; evenly distributed pyrite 0.01-0.2 mm dominant; weakly leucoxenised prismatic ilmenite; rare chromite,Gabbrodiorite fully replaced by actinolite-chlorite pseudomorphs with even fine carbonate; weak oxide-pyrite mineralisation only.,label,
42311,D0297,OVD015-94.82,OVD015,94.82,English 41 Petrographic and Mineragraphic description.docx,,,mn,Chlorite-sericite micro-schist (phyllite),Хлорит-серицитэт бичил занар (филлит),"Microlepidoblastic; schistose, lenticular, spotted","[{""mineral"": ""Sericite"", ""pct"": ""60-65""}, {""mineral"": ""Chlorite"", ""pct"": ""35-40""}, {""mineral"": ""Titanite"", ""pct"": ""1-3""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""rare""}, {""mineral"": ""Pyrite"", ""pct"": ""trace""}]","Leucoxene-altered titanite micro-grains, occasionally rimming spotted lenses",Titanite-chalcopyrite paragenesis; dust-like pyrite singles and rare chalcopyrite 0.01-0.1 mm,Phyllite of aligned chlorite-sericite with spotted sericite lens aggregates (65-70 vol%); essentially barren apart from leucoxenised titanite and trace sulfides.,label,
42317,D0298,OVD15-102.4,OVD015,102.4,English 41 Petrographic and Mineragraphic description.docx,,,mn,Fine-grained hornblende gabbrodiorite,Жижиг ширхэгтэй эвэр хуурмагт габбордиорит,"Poikilo-ophitic, subophitic; massive","[{""mineral"": ""Altered plagioclase"", ""pct"": ""55-60""}, {""mineral"": ""Hornblende"", ""pct"": ""25-30""}, {""mineral"": ""Biotite"", ""pct"": ""rare""}, {""mineral"": ""Quartz"", ""pct"": ""1-3""}, {""mineral"": ""Pyrite"", ""pct"": ""0.5""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""trace""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}, {""mineral"": ""Titanite"", ""pct"": ""rare""}, {""mineral"": ""Chromite"", ""pct"": ""rare""}, {""mineral"": ""Zircon"", ""pct"": ""trace""}]","Sericite, carbonate, pelite; carbonatisation with carbonate lenses/veins 0.1-1.0 mm; biotite to chlorite",Chromite-titanite-pyrite-chalcopyrite paragenesis; euhedral pyrite in carbonate lenses; chromite with hornblende; skeletal leucoxenised titanite with biotite,Gabbrodiorite of zoned intermediate plagioclase and interstitial brown hornblende with poikilitic quartz; weak late mineralisation tied to chlorite and carbonate.,label,
42318,D0299,OVD15-105.1-105.2,OVD015,105.1,English 41 Petrographic and Mineragraphic description.docx,,,mn,Fine-grained biotite-quartz diorite (microdiorite),Жижиг ширхэгтэй биотитот кварцат диорит (Микродиорит),"Hypidiomorphic, subophitic; massive","[{""mineral"": ""Altered plagioclase"", ""pct"": ""55-60""}, {""mineral"": ""Biotite"", ""pct"": ""20-25""}, {""mineral"": ""Quartz"", ""pct"": ""1-3""}, {""mineral"": ""Pyrite"", ""pct"": ""trace""}, {""mineral"": ""Titanite"", ""pct"": ""0.5""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""trace""}, {""mineral"": ""Chromite"", ""pct"": ""trace""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}]","Sericite, pelite, chlorite, pelitomorphic carbonate; hydrogoethite coatings along fissures; biotite partly to chlorite pseudomorphs with rutile-titanite",Titanite-pyrite paragenesis; leucoxenised titanite micro-aggregates with biotite; rare pyrite and chalcopyrite micro-grains,Microdiorite of altered tabular plagioclase and reddish-brown biotite with interstitial poikilitic quartz; essentially barren.,label,
42326,D0300,OVD15-116.1,OVD015,116.1,English 41 Petrographic and Mineragraphic description.docx,,,mn,Strongly carbonatised and altered gabbrodiorite porphyry,"Хүчтэй карбонатчлагдаж, хувирсан габбродиорит порфир","Porphyritic; groundmass poikilo-ophitic, prismatic grained; massive","[{""mineral"": ""Altered plagioclase"", ""pct"": ""55-60""}, {""mineral"": ""Carbonate-serpentine-chlorite pseudomorph (after hornblende)"", ""pct"": ""30-35""}, {""mineral"": ""Biotite"", ""pct"": ""5-10""}, {""mineral"": ""Quartz"", ""pct"": ""1-3""}, {""mineral"": ""Ilmenite"", ""pct"": ""rare""}, {""mineral"": ""Chromite"", ""pct"": ""rare""}, {""mineral"": ""Pyrrhotite"", ""pct"": ""rare""}, {""mineral"": ""Pyrite"", ""pct"": ""rare""}, {""mineral"": ""Chalcopyrite"", ""pct"": ""trace""}, {""mineral"": ""Zircon"", ""pct"": ""trace""}, {""mineral"": ""Apatite"", ""pct"": ""rare""}, {""mineral"": ""Chlorite+sericite+carbonate+quartz+leucoxene+rutile (secondary)"", ""pct"": ""10-15""}]","Intense carbonatisation: pseudomorphs after hornblende/olivine, fine secondary carbonate plus carbonate lenses/veins 0.2-2.5 mm; sericite","Ilmenite-chromite-pyrite-pyrrhotite-chalcopyrite paragenesis, sparse; pyrrhotite micro-lenses in late carbonate veins; chalcopyrite micro-aggregates in late quartz-carbonate veins",Gabbrodiorite porphyry with 40-45% phenocrysts: carbonate-chlorite pseudomorphs after hornblende (relict cleavage preserved) and sericitized plagioclase; abundant apatite; weakly mineralised. NOTE: distinct from OVD-21-116.1 of the Innova report.,label,
