source_file,source_fileId,sample_id,drillhole_id,depth_from_m,depth_to_m,depth_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD25-44.6-46.6 (47146),OVD25,44.6,46.6,,polished thin section (ӨТШ),"Strongly mineralised, altered uneven-grained olivine-hornblende peridotite","Хүчтэй хүдэржиж, хувирсан жигд биш ширхэгтэй оливин-эвэр хуурмагт перидотит","Relict panidiomorphic, poikilo-ophitic; massive",Talc-serpentine pseudomorph:35-40; Hornblende:20-25; Mon. pyroxene:few; Altered plagioclase:few; Actinolite-chlorite pseudomorph:5-8; Biotite:1-3; Magnetite:1-3; Ilmenite:0.5-1.0; Chalcopyrite:5-8; Pentlandite:3-5; Pyrrhotite:20-25; Apatite:few,"Serpentine, talc, actinolite, chlorite, saussurite; ore minerals along pseudomorph cleavage",Magnetite-ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis; abundant evenly distributed sulfide lenses 0.3-5.0 mm; pyrrhotite dominant (20-25% of rock) with pentlandite-pyrrhotite-chalcopyrite growth sequence,Field: mineralized gabbro. The most strongly mineralised sample of the hole: talc-serpentine pseudomorph peridotite carrying massive amounts of pentlandite-chalcopyrite-pyrrhotite intergrowth lenses.,,
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD25-46.6-48.2 (47147),OVD25,46.6,48.2,,polished thin section (ӨТШ),"Strongly mineralised, altered melanocratic gabbro porphyry","Хүчтэй хүдэржиж, хувирсан меланократ габбро порфир","Porphyritic; groundmass hypidiomorphic, locally gabbro-like; massive",Altered mon. pyroxene:40-45; Plagioclase:20-25; Actinolite-chlorite pseudomorph:5-10; Altered olivine (quartz-bowlingite-iddingsite-chlorite pseudomorph):5-10; Pyrrhotite:10-15; Pentlandite:3-5; Chalcopyrite:5-8,"Sericite, pelite, chlorite, actinolite, carbonate, quartz; pyroxene phenocrysts strongly chloritized; olivine to quartz-bowlingite-iddingsite-chlorite pseudomorphs",Pentlandite-pyrrhotite-chalcopyrite paragenesis; sulfide lenses 0.5-10 mm associated with alteration chlorite and slightly later quartz-carbonate; chalcopyrite also as even micro-disseminations,Field: mineralized gabbro. Gabbro porphyry with chloritized monoclinic-pyroxene phenocrysts and pseudomorphed olivine; strongly mineralised with large pentlandite-chalcopyrite-pyrrhotite lenses.,,
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD25 (47148),OVD25,,,,polished thin section (ӨТШ),"Carbonatised, mineralised uneven-grained olivine-hornblende peridotite (with fine gabbro and leucogabbro lenses/schlieren)","Карбонатчлагдаж, хүдэржсэн жигд биш ширхэгтэй оливин-эвэр хуурмагт перидотит (жижиг ширхэгтэй габбро болон лейкогабброгийн линз, шлиртэй)","Panidiomorphic, poikilo-ophitic; taxitic",Talc-serpentine pseudomorph:40-45; Hornblende:25-30; Mon. pyroxene:3-5; Altered plagioclase:10-15; Actinolite-chlorite pseudomorph:5; Biotite:1-3; Magnetite:0.5-1.0; Ilmenite:few; Chalcopyrite:2-3; Pentlandite:0.5-1.0; Pyrrhotite:5-8; Apatite:few; Carbonate (epigenetic):8-10,"Serpentine, talc, actinolite, chlorite, saussurite; carbonatisation with late carbonate lenses/veins","Magnetite-ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis; sulfide lenses 0.2-5.0 mm intergrown with talc-serpentine pseudomorphs and hornblende, plus chalcopyrite-pyrrhotite lenses 1.0-5.0 mm inside late carbonate lenses/veins","Field: dolerite. No depth interval given in the source header (sample number only, between 47147 at 46.6-48.2 m and 47149 at 54-56 m). Taxitic peridotite with fine-gabbro and leucogabbro lenses/bands 1-8 mm; moderate Ni-Cu sulfide mineralisation.",,
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD25-54-56 (47149),OVD25,54.0,56.0,,polished thin section (ӨТШ),Altered melanocratic gabbro (dolerite) porphyry with melanocratic microgabbro and pyroxene-garnet-carbonate skarn schlieren,Хувирсан меланократ габбро (долерит) порфир (меланократ микрогаббро ба пироксен-гранат-карбонатат скарны шлирүүдтэй),"Nevaditic porphyritic; groundmass micro-ophitic, poikilo-ophitic; taxitic",Talc-serpentine pseudomorph:25-30; Hornblende:10-15; Altered plagioclase:20-25; Mon. pyroxene:few; Biotite:5-10; Ilmenite:few; Pyrrhotite:0.5; Magnetite:few; Carbonate (secondary):3-5,"Serpentine, talc, actinolite, chlorite, saussurite, carbonate; skarn schlieren cut by quartz-carbonate veins 0.5-1.5 mm",Magnetite-ilmenite-pyrite-pyrrhotite-chalcopyrite paragenesis; pyrrhotite-chalcopyrite micro-lenses inside talc-serpentine pseudomorph phenocrysts; in microgabbro schlieren sulfide-ilmenite micro-grains within quartz-carbonate veins; in skarn schlieren pyrite-pyrrhotite grains/micro-lenses in quartz-carbonate veins,"Field: dolerite. Three-part taxitic rock: (1) host melanocratic gabbro/dolerite porphyry with talc-serpentine pseudomorph phenocrysts (65-70%); (2) melanocratic microgabbro schlieren (plagioclase+mon.pyroxene); (3) carbonatised pyroxene-garnet-carbonate skarn schlieren, 10-25 mm, weakly brecciated.",,
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD025-56-58.25 (47150),OVD25,56.0,58.25,,polished thin section (ӨТШ),Uneven-grained feldspathic greywacke (gravelly) sandstone,Жигд биш ширхэгтэй хээрийн жоншт граувакк элсжин,Psepho-psammitic; cement lamellar/contact-type microlepidoblastic; weakly parallel,Plagioclase (fragments):40-45; Altered mon. pyroxene (fragments):3-5; Altered olivine fragments (serpentinite+magnetite):3-5; Altered hornblende fragments (with po+cp):8-10; Andesite (fragments):15-20; Albitophyre (fragments):5-8; Argillite/meta-siltstone (fragments):5; Chlorite-carbonate cement:10-15,Epigenetic quartz and carbonate; quartz-carbonate veinlets 0.05-0.2 mm,"Ilmenite-magnetite-pyrite-pyrrhotite-chalcopyrite; magnetite-pyrrhotite(-chalcopyrite) micro-lenses 0.05-0.2 mm inside altered olivine/pyroxene/hornblende clasts, usually with quartz-carbonate","Field: dolerite. Clast-supported greywacke (85-90%) with abundant mafic-ultramafic detritus (serpentinized olivine, pyroxene, hornblende) carrying oxide-sulfide micro-lenses; records erosion of the mineralised intrusive.",,
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD025-58.25-58.85 (47151),OVD25,58.25,58.85,,polished thin section (ӨТШ),"Silicified, carbonatised chlorite-sericite-muscovite micro-schist (phyllite) after siltstone",Цахиуржиж карбонатчлагдсан алевролитоор үүссэн хлорит-серицит-мусковитот бичил занар (филлит),"Microlepidoblastic, blastoaleuritic; schistose, banded, weakly folded",Sericite-muscovite:35-40; Chlorite:20-25; Siliceous aggregate:10-15; Silt-sized relict fragments:3-5; Pyrrhotite:few; Arsenopyrite:0.1-0.2; Titanite:0.5; Goethite-hydrogoethite:0.5; Quartz+carbonate+albite (epigenetic):15-20,Late silicification and carbonatisation: quartz-carbonate veins 0.1-5 mm; iron-oxide veinlets along carbonate veins; leucoxene,Titanite-pyrrhotite-goethite-hydrogoethite-arsenopyrite paragenesis; distinctive late euhedral rhombic arsenopyrite (0.1-0.2 mm) forming 0.2-0.5 mm lenses within quartz-carbonate veins; sparse pyrrhotite/chalcopyrite micro-grains,Field: sandstone. Banded phyllite of aligned chlorite-sericite-muscovite with siliceous and carbonate micro-aggregates; notable for late arsenopyrite lenses in quartz-carbonate veins.,,
"25 цооног 10ш.docx (hole OVD25, 10 samples)",1SkGc5ogH9rFr2AUsZ353aTqoG2OFv4KJ,OVD025-58.85-60.85 (47152),OVD25,58.85,60.85,,polished thin section (ӨТШ),Fine-grained feldspathic sandstone,Жижиг ширхэгтэй хээрийн жоншт элсжин,Psammitic; filling-type cement; weakly parallel,Feldspar (plagioclase) fragments:60-65; Quartz (fragments):5; Microquartzite? (fragments):few; Pyrite:0.5-1.0; Pyrrhotite:0.5; Chalcopyrite:single grains; Titanite:few; Chlorite(-carbonate) cement:25-30,"Fragments weakly sericite-pelite-carbonate-albite altered, partly recrystallized to microgranoblastic aggregate; epigenetic quartz-carbonate veinlets 0.05-0.2 mm",Titanite-pyrite-pyrrhotite-chalcopyrite paragenesis; euhedral pyrite and pyrrhotite 0.1-0.2 mm as micro-lens clusters within late quartz-carbonate lenses; single chalcopyrite grains; leucoxenised titanite in cement,Field: tuff-sandstone. Poorly rounded angular plagioclase fragments (70-75%) in chlorite cement; weak sulfide mineralisation tied to late quartz-carbonate lenses.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-14.9-15.1 (47177),OVD26,14.9,15.1,,polished thin section (ӨТШ),Altered porphyritic-like medium- to fine-grained olivine-pyroxene-hornblende melanocratic gabbro,Хувирсан шигтгээ маягийн дунд жижиг ширхэгтэй оливин-пироксен-эвэр хуурмагт меланократ габбро,"Porphyritic-like; groundmass poikilo-ophitic, ophitic, locally prismatic granular; massive",Hornblende:35-40; Serpentine-talc pseudomorph (after olivine-pyroxene):30-35; Plagioclase:20-25; Biotite:3-5; Magnetite:0.5; Chromite:few; Apatite:0.5; Goethite-hydrogoethite:0.5-1.0,"Serpentine, saussurite, talc, chlorite",Chromite-magnetite-goethite-hydrogoethite paragenesis (oxide only); goethite-hydrogoethite lens clusters 0.1-0.3 mm; no sulfides,Hornblende and talc-serpentine pseudomorph segregations (55-60%) in a plagioclase-hornblende groundmass; abundant acicular apatite; only weak oxide mineralisation.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-19.9-20.1 (47179),OVD26,19.9,20.1,,polished thin section (ӨТШ),Altered porphyritic-like medium- to fine-grained olivine-pyroxene-hornblende melanocratic gabbro (gabbro porphyry),Хувирсан шигтгээ маягийн дунд жижиг ширхэгтэй оливин-пироксен-эвэр хуурмагт меланократ габбро (Габбро порфир),"Porphyritic-like; groundmass poikilo-ophitic, ophitic, locally prismatic granular; massive","Hornblende:40-45; Serpentine-talc pseudomorph (after olivine-pyroxene):30-35; Plagioclase:15-20; Biotite:3-5; Magnetite-hematite:0.5; Chromite:few; Apatite:0.5; Goethite-hydrogoethite, Mn oxide:1.0-2.0","Serpentine, sericite, saussurite, talc, carbonate",Chromite-magnetite-hematite-goethite-hydrogoethite-Mn-oxide paragenesis; magnetite mostly martitized to hematite; iron- and manganese-oxide zoned lenses 0.5x2.5 mm along carbonate lenses; no sulfides,Field: mineralized gabbro. Same as 47177 with 60-65% phenocryst-like segregations; oxidised (hematite-goethite-Mn oxide) mineralisation only. NOTE: sample 47178 does not appear in this document.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-32.7-32.9 (47180),OVD26,32.7,32.9,,polished thin section (ӨТШ),"Carbonatised, metasomatically strongly altered medium- to fine-grained biotite diorite","Карбонатчлагдаж, метасоматозоор хүчтэй хувирсан дунд жижиг ширхэгтэй биотитот диорит","Prismatic granular, subophitic; parallel",Altered plagioclase:70-75; Altered mafic mineral:20-25; Goethite:3-5; Pyrite:few; Hydrogoethite:1-3; Carbonate (epigenetic):5-10,Plagioclase to epidote-carbonate-sericite (locally full pseudomorphs); mafics (biotite) to muscovite-chlorite pseudomorphs; strong carbonatisation with veins 0.1-2.5 mm along schistosity; iron hydroxide staining along fractures,"Pyrite-hematite-goethite-hydrogoethite paragenesis; zoned goethite 0.05-0.2 mm with hydrogoethite rims and rare pyrite relicts; accessory apatite, sphene with chlorite pseudomorphs",Aligned metasomatised diorite; oxide-only mineralisation with pyrite relicts inside goethite.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-42.3-42.5 (47181),OVD26,42.3,42.5,,polished thin section (ӨТШ),Altered porphyritic-like fine- to medium-grained olivine-pyroxene-hornblende melanocratic gabbro,Хувирсан шигтгээ маягийн жижиг дунд ширхэгтэй оливин-пироксен-эвэр хуурмагт меланократ габбро,"Porphyritic-like; groundmass poikilo-ophitic, ophitic, locally prismatic granular; massive",Hornblende:30-35; Talc-serpentine pseudomorph (after olivine-pyroxene):30-35; Plagioclase:25-30; Biotite:1-3; Magnetite:1-2; Chromite:few; Pyrite:few; Chalcopyrite:few; Pyrrhotite:single grains; Apatite:0.5,"Serpentine, sericite, saussurite, talc, carbonate","Chromite-magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis, weak; magnetite disseminations 0.05-0.2 mm; chromite in pseudomorphs; chalcopyrite micro-grains 0.02-0.1 mm",Field: mineralized gabbro. Same rock family as 47177/47179 (70-75% segregations); weakly sulfide-mineralised.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-51.1-51.3 (47182),OVD26,51.1,51.3,,polished thin section (ӨТШ),Altered porphyritic-like fine- to medium-grained olivine-pyroxene-hornblende melanocratic gabbro,Хувирсан шигтгээ маягийн жижиг дунд ширхэгтэй оливин-пироксен-эвэр хуурмагт меланократ габбро,"Porphyritic-like; groundmass poikilo-ophitic, ophitic, locally prismatic granular; massive",Hornblende:30-35; Talc-serpentine pseudomorph (after olivine-pyroxene):30-35; Plagioclase:25-30; Biotite:3-5; Magnetite:1-3; Chromite:few; Pyrite:few; Chalcopyrite:single grains; Pyrrhotite:single grains; Apatite:few,"Serpentine, sericite, saussurite, talc, zoisite; plagioclase to sericite-epidote-zoisite","Chromite-magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis, weak; even magnetite 0.05-0.4 mm; chromite in pseudomorphs; sparse chalcopyrite (0.02-0.05 mm) and pyrrhotite (0.1-0.2 mm) grains; rare discontinuous pyrite veinlets along fractures",Field: mineralized gabbro. Same as 47179/47181 (75-80% segregations); weakly mineralised.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-61.7-61.9 (47183),OVD26,61.7,61.9,,polished thin section (ӨТШ),Altered porphyritic-like fine- to medium-grained olivine-pyroxene-hornblende melanocratic gabbro (uneven-grained melanocratic gabbro),Хувирсан шигтгээ маягийн жижиг дунд ширхэгтэй оливин-пироксен-эвэр хуурмагт меланократ габбро (Жигд биш ширхэгтэй меланократ габбро),"Porphyritic-like; groundmass poikilo-ophitic, ophitic, locally prismatic granular; massive",Hornblende:35-40; Altered plagioclase:35-40; Talc-serpentine pseudomorph:20-25; Altered biotite:3-5; Magnetite:1-3; Chromite:few; Pyrite:single grains; Chalcopyrite:few; Pyrrhotite:single grains; Apatite:few,"Serpentine, sericite, saussurite, talc, actinolite, chlorite; biotite strongly chloritized","Chromite-magnetite-pyrite-chalcopyrite paragenesis, weak; magnetite/ilmenite disseminations 0.05-0.3 mm; chromite with hornblende and pseudomorphs; sparse chalcopyrite micro-grains",Field: mineralized gabbro. Like 47182 but with more altered plagioclase (80-85% segregations overall); weakly mineralised.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-71.7-71.9 (47184),OVD26,71.7,71.9,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained olivine-pyroxene-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй оливин-пироксен-эвэр хуурмагт меланократ габбро (эвэр хуурмагт перидотит)","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Hornblende:30-35; Talc-serpentine pseudomorph (after olivine-pyroxene):35-40; Altered plagioclase:10-15; Biotite:3-5; Magnetite:5-8; Chromite:few; Chalcopyrite:1-2; Pyrrhotite:3-5; Pentlandite:1-2,"Serpentine, sericite, saussurite, talc, actinolite; olivine relicts with mesh texture preserved",Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; magnetite disseminations plus mesh veins/lenses along olivine cleavage; few 2x8 mm chalcopyrite-pentlandite-pyrrhotite lenses rimmed by talc-serpentine pseudomorphs,"Field: mineralized gabbro. Like 47182/47183 but with less plagioclase; more strongly mineralised, including large sulfide lenses.",,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-84.1-84.3 (47185),OVD26,84.1,84.3,,polished thin section (ӨТШ),"Strongly altered, mineralised uneven-grained hornblende peridotite","Хүчтэй хувирч, хүдэржсэн жигд биш ширхэгтэй эвэр хуурмагт перидотит","Panidiomorphic, poikilo-ophitic, subophitic; massive",Hornblende:35-40; Serpentinized olivine:35-40; Biotite:5-8; Altered plagioclase:5-8; Chromite:0.5; Magnetite:1-3; Chalcopyrite:3-5; Pyrrhotite:few; Pentlandite:1-2,"Serpentine, talc, actinolite, chlorite, muscovite, saussurite; olivine relicts with vivid mesh texture","Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; disseminations, mesh veinlets along olivine cleavage, and chalcopyrite-pentlandite intergrowth micro-lenses 1-3 mm with serpentine pseudomorphs",Field: mineralized gabbro. Serpentinized olivine and brown hornblende dominate; notable chalcopyrite-pentlandite micro-lens mineralisation.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-91.7-91.9 (47186),OVD26,91.7,91.9,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-hornblende melanocratic gabbro","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-эвэр хуурмагт меланократ габбро","Panidiomorphic, subophitic; massive, lenticular",Altered plagioclase:35-40; Mon. pyroxene:25-30; Hornblende:20-25; Microdiorite schlieren:5; Serpentine pseudomorph:3-5; Ilmenite:1-3; Chromite:few; Pyrite:few; Chalcopyrite:1-3; Pyrrhotite:1-3; Pentlandite:1-2; Apatite:0.5,"Serpentine, sericite, saussurite, actinolite, carbonate, leucoxene",Chromite-ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis; sulfide intergrowth lenses 1-6 mm with serpentine pseudomorphs; standalone chalcopyrite lenses 0.5-2.5 mm intergrown with fresh plagioclase; sparse cubic pyrite 0.3-1.0 mm,"Field: dense dissemination. Plagioclase-rich pyroxene gabbro of several texturally distinct parts; a 15x25 mm microdiorite schlieren is unmineralised; intense sulfide mineralisation elsewhere, including chalcopyrite intergrown with nearly unaltered plagioclase.",,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-92.8-93.0 (47187),OVD26,92.8,93.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained (porphyritic-like) olivine-pyroxene-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй (шигтгээ маягийн) оливин-пироксен-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Hornblende:30-35; Talc-serpentine pseudomorph (after olivine-pyroxene):35-40; Altered plagioclase:10-15; Biotite:3-5; Magnetite:5-8; Chromite:few; Chalcopyrite:1-2; Pyrrhotite:5-8; Pentlandite:2-5,"Serpentine, sericite, saussurite, talc, actinolite","Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; disseminations, mesh veinlets after olivine, and 2x10 mm chalcopyrite-pentlandite-pyrrhotite lenses rimmed by talc-serpentine pseudomorphs","Three-part rock: host mineralised hornblende-peridotite-like melanocratic gabbro; strongly altered AND mineralised fine biotite-hornblende gabbrodiorite lenses (plag 40%, hbl 20-25%, biotite 15-20%, ore 8-10%); unmineralised microgabbro lenses. Note in source: ""need to check hole log; large sample"".",,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-104.9-105.1 (47188),OVD26,104.9,105.1,,polished thin section (ӨТШ),Massive sulfide ore,Цул сульфидаас тогтсон хүдэр,"Panidiomorphic; veined, lenticular",Pyrite:20-25; Chalcopyrite:10-15; Pyrrhotite:25-30; Pentlandite:15-20; Magnetite:5-10; Hematite-goethite:3-5; Serpentine pseudomorph:5-10; Talc:few; Actinolite:few; Biotite (fuchsite):few; Carbonate:1-2,"Host-rock relicts: serpentine(-talc) pseudomorphs with relict 6-8-sided shapes, rimmed by magnetite; late carbonate veinlets 0.05-0.2 mm","Magnetite-pyrite-pentlandite-pyrrhotite-chalcopyrite-hematite-goethite paragenesis; ~90% sulfide mass; pyrite 0.8-10 mm; pyrrhotite 0.3-8 mm replacing pentlandite; pentlandite rimmed by pyrite-pyrrhotite, forming veins 0.2-1.0 mm, cut by hematite-goethite veinlets; chalcopyrite 0.3-2.5 mm replacing pentlandite and pyrrhotite","Field: mineralized gabbro. Massive Ni-Cu sulfide ore (~90% ore minerals) with minor serpentinite host relicts; classic magnetite-first, then pyrite-pentlandite-pyrrhotite-chalcopyrite sequence with supergene iron-oxide veinlets in pentlandite.",,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-96.1-96.3 (47189),OVD26,96.1,96.3,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Hornblende:20-25; Serpentinized olivine:20-25; Altered mon. pyroxene:15-20; Altered plagioclase:8-10; Biotite:3-5; Magnetite:3-5; Chromite:few; Chalcopyrite:5-8; Pyrrhotite:8-10; Pentlandite:3-5,"Serpentine, sericite, saussurite, talc, actinolite; olivine mesh texture",Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; strongly mineralised; large intergrowth lenses up to 2x15 mm rimmed by serpentinized olivine; magnetite-pyrrhotite veinlets in olivine mesh,Field: mineralized gabbro. Strongly mineralised peridotitic gabbro; sulfides mostly as large mutual-intergrowth lenses evenly distributed.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-106.7-106.9 (47190),OVD26,106.7,106.9,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular; ore sideronitic",Hornblende:20-25; Altered olivine (iddingsitized):15-20; Mon. pyroxene:25-30; Altered plagioclase:8-10; Biotite:3-5; Magnetite:3-5; Chromite:few; Chalcopyrite:3-5; Pyrrhotite:8-10; Pentlandite:3-5; Carbonate (secondary):3-5,"Olivine almost fully replaced by red-brown iddingsite with serpentine-ore mesh along cleavage; saussurite, actinolite, chlorite, carbonate",Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; chalcopyrite-pentlandite-pyrrhotite lenses up to 1x20 mm forming sideronitic texture; magnetite disseminations and veinlets,Field: mineralized gabbro. Pyroxene-rich peridotitic gabbro with iddingsitized olivine; strongly mineralised with sideronitic sulfide lens network.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-105.4-105.6 (47191),OVD26,105.4,105.6,,polished thin section (ӨТШ),Massive sulfide ore,Цул сульфидаас тогтсон хүдэр,"Panidiomorphic; veined, lenticular, net-like",Pyrite:15-20; Chalcopyrite:15-20; Pyrrhotite:30-35; Pentlandite:15-20; Magnetite:1-3; Hematite-goethite:10; Serpentine pseudomorph:few; Carbonate:few,Nearly no host-rock relicts (single serpentine pseudomorphs 0.3-1.0 mm),Magnetite-pyrite-pentlandite-pyrrhotite-chalcopyrite-hematite-goethite paragenesis; ~99% ore; pyrite up to 15 mm; pentlandite veins up to 5 mm wide rimmed by pyrite-pyrrhotite and cut by an intersecting hematite-goethite veinlet network; chalcopyrite 0.3-5.0 mm replacing pentlandite and pyrrhotite,Field: massive sulfide. Almost pure massive Ni-Cu sulfide ore with subequal pyrite-pyrrhotite-pentlandite-chalcopyrite; net-textured iron-oxide veinlets in pentlandite fractures.,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-100.9-101.1 (47192),OVD26,100.9,101.1,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene melanocratic gabbro","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксент меланократ габбро","Panidiomorphic, subophitic, ophitic; ore sideronitic; massive, lenticular",Altered plagioclase:35-40; Mon. pyroxene:30-35; Microgabbro (lens):5-10; Altered biotite:5-10; Hornblende:3-5; Ilmenite:1-2; Pyrite:5-8; Chalcopyrite:5-8; Pyrrhotite:8-10; Pentlandite:5,"Sericite, chlorite, epidote-zoisite, actinolite, carbonate; biotite strongly epidote-chlorite altered",Ilmenite-pyrite-pentlandite-pyrrhotite-chalcopyrite paragenesis; intergrowth lenses 0.5-8.0 mm cementing silicates (sideronitic); standalone chalcopyrite lenses 0.5-2.5 mm with plagioclase; cubic pyrite 0.3-1.0 mm; ore also in alteration carbonate-chlorite-epidote lenses,Field: net-textured. Intensely mineralised pyroxene gabbro with sideronitic sulfide network; contains an unmineralised 15x35 mm microgabbro lens (10-15% of slide).,,
"26 р цооног 16 ш зассан.docx (hole OVD26, 16 samples)",1RmOTmYH2cLctQR66cq2a_j8u1PhOTHMk,OVD26-110.9-111.1 (47193),OVD26,110.9,111.1,,polished thin section (ӨТШ),Mineralised fine- to medium-grained pyroxene-hornblende melanocratic gabbro,Хүдэржисэн жижиг дунд ширхэгтэй пироксен-эвэр хуурмагт меланократ габбро,"Panidiomorphic, subophitic; massive, lenticular",Altered plagioclase:40-45; Mon. pyroxene:15-20; Hornblende:15-20; Microgabbro (gabbro porphyry) lens:10-15; Altered biotite:1-3; Ilmenite:few; Pyrite:3-5; Chalcopyrite:3-5; Pyrrhotite:5-8; Pentlandite:1-2; Sphene:few,"Sericite, chlorite, epidote, saussurite, actinolite, carbonate, leucoxene",Ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis; intergrowth lenses 0.5-5 mm with all silicates; standalone chalcopyrite lenses 0.2-1.5 mm; cubic pyrite up to 2.5 mm,Field: mineralized gabbro. Zoned saussuritized plagioclase with pyroxene and hornblende; intensively mineralised; a 10x25 mm microgabbro lens (10-15%) is unmineralised.,,
