source_file,source_fileId,sample_id,drillhole_id,depth,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40901,OVD-002,20.4 m,polished thin section; Mireslab internal sample code OVD010 ; hand specimen: Black to dark green with patchy orange oxidised parts ; Table 1 note: oxidized gabbro,Oxidized Amphibole Gabbro,,"Holocrystalline rock of plagioclase and hornblende, ophitic texture; late-stage alteration with secondary goethite",Plagioclase (100-400 um); Amphibole (100-2000 um); Goethite (secondary); Chalcopyrite; Pyrite; Epidote (secondary); Calcite,"Partly strong sericite and epidote alteration; plagioclase strongly altered to clay (sericite, rarely calcite); amphibole strongly altered to chlorite and epidote","Chalcopyrite 100-200 um anhedral with goethite; goethite up to 2000 um anhedral, thought to replace chalcopyrite; pyrite present","Black to dark green oxidised amphibole gabbro with patchy orange oxidised zones and ophitic texture. Plagioclase is strongly clay(sericite)-altered and amphibole strongly chlorite-epidote altered, so the crystals are recognised mainly from their columnar habit. Coarse anhedral goethite (up to 2000 um) is interpreted to have replaced chalcopyrite, and 100-200 um chalcopyrite still occurs with the goethite. Calcite and goethite-quartz veining is present. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40902,OVD-002,87.4 m,polished thin section; Mireslab internal sample code OVD011 ; hand specimen: Dark gray with helminthic white calcite veins ; Table 1 note: schist,Pelitic rock,,"Characteristic massive texture of muddy rock, rarely with 200 um plagioclase crystal fragments; dissemination of pyrite and pyrrhotite",Quartz (very fine-grained); Feldspar (very fine-grained); Clay mineral; Pyrite; Pyrrhotite; Calcite (veins),No alteration,"Pyrite 1-200 um euhedral to anhedral as fine-grained aggregates or crystal fragments; pyrrhotite 1-10 um anhedral, rarely with the pyrite aggregates","Dark gray unaltered pelitic rock cut by helminthic white calcite veins, with the massive texture typical of a muddy rock and rare 200 um relict plagioclase crystal fragments. It consists of very fine-grained quartz, feldspar and clay minerals. Pyrite (1-200 um, euhedral to anhedral) forms fine aggregates and crystal fragments, and rare 1-10 um anhedral pyrrhotite accompanies the pyrite aggregates. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40903,OVD-001,7.15 m,"polished thin section; Mireslab internal sample code OVD012 ; hand specimen: Dark black to reddish copper coloured, massive; some texture cut by quartz veins ; Table 1 note: gossan",Gossan (iron oxide-calcite-quartz; original lithofacies not identified),,Composed of goethite and calcite with calcite filling between the goethite; rare unknown Fe-Si hydroxide minerals,"Goethite; Calcite (small Mg content); Quartz; Fe-Si hydroxide mineral (unknown); Ag-I mineral (unknown, 8 um):trace",Strongly oxidised,"Goethite (dominant), unknown Fe-Si hydroxide mineral, unknown Ag-I mineral 8 um present in goethite, calcite (with small Mg content)","Strongly oxidised gossan, dark black to reddish copper coloured and massive, cut in places by quartz veins. It consists of goethite with calcite filling the interstices between goethite, plus rare unknown Fe-Si hydroxide minerals. The original lithofacies cannot be identified. SEM-EDS identified goethite, an Fe-Si hydroxide mineral, calcite with a small Mg content, and an 8 um unknown Ag-I mineral hosted in goethite.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40904,OVD-002,"44.2 m (Table 1). NOTE: the body text of both report parts repeats 'Tag: 40902, Depth 87.4 m' for OVD013, which duplicates OVD011 and is a transcription error; Table 1 of Part 1 gives 40904 / 44.2 m","polished thin section; Mireslab internal sample code OVD013 ; hand specimen: Dark green to black, equigranular; calcite veins often present ; Table 1 note: disseminate gabbro",Amphibole micro-Gabbro,,Holocrystalline rock of plagioclase and amphibole; ophitic texture not common in amphibole,Plagioclase (50-200 um); Amphibole / hornblende (50-500 um); Magnetite; Ni-bearing pyrite; Pyrrhotite; Chalcopyrite; Pentlandite; As-Ag-Te sulphide (unknown):trace; Chlorite (secondary); Calcite,Middle sericite-chlorite alteration with chalcopyrite-pyrite veinlets; amphibole strongly chlorite-altered,"Magnetite 50 um subhedral-anhedral in amphibole; pyrite in chalcopyrite-pyrrhotite veinlets, anhedral, sometimes Ni-bearing (SEM-EDS 0.36 wt% Ni); pyrrhotite in chalcopyrite veinlets; chalcopyrite anhedral in veinlets with pyrite or Ni-bearing pyrite; pentlandite 1-10 um anhedral inside pyrite (SEM-EDS spot with 2.54 wt% Co); unknown As-Ag-Te sulphide mineral 1 um","Dark green to black equigranular holocrystalline amphibole micro-gabbro with common calcite veins and moderate sericite-chlorite alteration; the amphibole is strongly chloritised. The distinctive feature is a chalcopyrite-pyrite(-pyrrhotite) veinlet. SEM-EDS identified chalcopyrite, pyrite, Ni-bearing pyrite (0.36 wt% Ni), pentlandite hosted in pyrite and an unknown 1 um As-Ag-Te sulphide.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40905,OVD-001,35.8 m,"polished thin section; Mireslab internal sample code OVD014 ; hand specimen: Brown to light green, dense, no igneous texture determinable ; Table 1 note: spotted",Strong altered diabase,,Very little discernible texture remains; goethite with slightly columnar shape around sericitised plagioclase gives a presumed ophitic-like texture; anorthite retained its shape better than the mafic minerals,Altered plagioclase (50-300 um); Goethite (after mafic mineral); Calcite,"Strong sericite alteration; plagioclase strongly sericitised, mafic minerals and/or matrix oxidised; calcite and goethite veinlets present","Goethite present as a replaced mafic mineral, often in veins; calcite in fractures or veinlets; other opaque minerals could not be confirmed","Dense brown to light green strongly altered diabase in which almost no igneous texture survives. Goethite with a slightly columnar habit surrounds sericitised plagioclase, giving a presumed relict ophitic texture, and the plagioclase (anorthite) has kept its shape better than the mafic minerals because of its greater resistance to alteration. Alteration is strong sericitisation of plagioclase with oxidation of the mafic minerals and matrix; calcite and goethite veinlets are present. No other opaque minerals could be confirmed and no SEM-EDS was done.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40906,OVD-002,126.4 m,"polished thin section; Mireslab internal sample code OVD015 ; hand specimen: Black, massive; thin grayish-white patchy areas often arranged in lines ; Table 1 note: pyrite schist",Black Schist,,"Slightly sandy quartz, feldspar and clay minerals (chlorite, illite-smectite) with schistosity; ~50 um grains; weak boudinage and fold texture; sub-rounded to rounded clusters of coarser fragments produce the spotted appearance","Quartz (~50 um); Feldspar; Clay minerals (chlorite, illite-smectite); Hematite; Pyrite; Calcite (veinlets)","No alteration; quartz and goethite-quartz veinlets present, sometimes calcite and pyrite veinlets cutting the sedimentary and schistosity texture","Hematite 100-500 um anhedral, rarely in clusters; pyrite 1-100 um euhedral to anhedral, commonly as veinlets","Black massive schist of slightly sandy quartz, feldspar and clay minerals (chlorite, illite-smectite) with schistosity, weak boudinage and fold textures. The spotted appearance in hand specimen reflects sub-rounded to rounded clusters of slightly coarser crystal fragments. The rock is unaltered but carries quartz and goethite-quartz veinlets, with calcite and pyrite veinlets locally cutting the sedimentary and schistose fabric. Opaques are anhedral hematite (100-500 um, rarely clustered) and common pyrite (1-100 um) as veinlets.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40907,OVD-001,62.4 m,"polished thin section; Mireslab internal sample code OVD016 ; hand specimen: Dark gray to dark green, irregularly distributed colours ; Table 1 note: pyrite schist",Strong altered diabase,,Very little discernible texture remains; goethite with slightly columnar shape around sericitised plagioclase gives presumed ophitic-like texture,Altered plagioclase (50-200 um); Goethite (after mafic mineral); Calcite; Pyrite,Strong sericite-calcite alteration; plagioclase strongly sericitised and calcite-altered; mafic minerals and matrix oxidised; calcite and goethite veinlets present,"Goethite present as a displaced mafic mineral, often in veins; calcite replacing plagioclase, often fractured or veined; pyrite 10-100 um euhedral to subhedral, commonly disseminated","Dark gray to dark green strongly altered diabase with irregular colour distribution and almost no preserved primary texture; a relict ophitic-like fabric is inferred from columnar goethite around sericitised plagioclase. Alteration is strong sericite-calcite: plagioclase is strongly sericitised and replaced by calcite, and the mafic minerals and matrix are oxidised. Calcite and goethite veinlets are present, and euhedral to subhedral pyrite 10-100 um is commonly disseminated. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40908,OVD-001,8.6 m,"polished thin section; Mireslab internal sample code OVD017 ; hand specimen: Dark red patches with bright green copper oxide filling the cracks ; Table 1 note: Cu-enriched, malachite",Gossan (copper-iron-oxide; original lithofacies not identified),,Copper-iron oxide mineral and malachite; malachite as fracture filling in goethite and Cu-Fe oxide; Fe-Si hydroxide mineral with brown rim and dark brown core,Goethite; Malachite; Copper-iron oxide mineral; Cu- and Ni-bearing Fe-Si hydroxide (unknown); Quartz-clay mineral; Calcite (in altered plagioclase),Oxidised,"Malachite, goethite, Cu- and Ni-bearing Fe-Si hydroxide minerals (SEM-EDS shows the Fe-Si hydroxide rim contains Cu and Ni)","Copper-iron-oxide gossan with dark red patches and bright green copper oxide filling cracks; the original lithofacies cannot be identified. Malachite is developed as fracture filling within goethite and copper-iron oxide minerals. An unknown Fe-Si hydroxide mineral with a brown rim and dark brown core occurs at the boundary between goethite and Cu oxide, and SEM-EDS shows that its rim contains both Cu and Ni.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40909,OVD-002,51.6 m,"polished thin section; Mireslab internal sample code OVD018 ; hand specimen: Green to dark greenish-gray, fine-grained equigranular ; Table 1 note: schist?",Amphibole micro-gabbro,,Holocrystalline rock of slightly fine-grained plagioclase and amphibole; amphibole intergrown with plagioclase,Plagioclase (10-300 um); Amphibole (10-500 um); Chlorite (secondary); Chalcopyrite:rare,Chlorite alteration; plagioclase weakly sericitised,"Chalcopyrite 50-100 um anhedral, rare, occurring with amphibole",Green to dark greenish-gray fine-grained equigranular holocrystalline amphibole micro-gabbro. Plagioclase (10-300 um) is weakly sericitised and amphibole (10-500 um) is intergrown with it; the rock carries a chlorite alteration overprint. The only opaque phase observed is rare anhedral chalcopyrite (50-100 um) associated with amphibole. No SEM-EDS.,"Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40910,OVD-002,37 m,"polished thin section; Mireslab internal sample code OVD019 ; hand specimen: Black to dark greenish-gray, fine-grained equigranular; sulphide minerals irregularly scattered ; Table 1 note: disseminate gabbro",Amphibole gabbro,,Holocrystalline rock of slightly fine-grained plagioclase and amphibole; amphibole often ophitic,Plagioclase (50-400 um); Amphibole / hornblende (50-800 um); Magnetite; Chalcopyrite; Ni-bearing pyrrhotite; Pyrite; Ag-Te-Bi mineral:trace; Ag-Te mineral:trace,"Partly sericitisation; sulphides sit in patchy strongly altered parts, with strong sericitisation between sulphide and rock-forming minerals; strongly sericitised amphibole may be actinolite","Magnetite 50-100 um subhedral-anhedral in amphibole; chalcopyrite 10-1000 um anhedral with Ni-bearing pyrrhotite; pyrrhotite 10-200 um anhedral, Ni-bearing (SEM-EDS 0.57 wt% Ni); pyrite 10-200 um anhedral with Ni-bearing pyrrhotite; Ag-Te-Bi mineral and Ag-Te mineral, 1 um, rare, in chalcopyrite",Black to dark greenish-gray fine-grained equigranular holocrystalline amphibole gabbro with often ophitic amphibole and irregularly scattered sulphides. Sericitisation is patchy and is strongest between the sulphides and the rock-forming minerals; strongly sericitised amphibole may in fact be actinolite. Chalcopyrite reaches 1000 um and occurs with Ni-bearing pyrrhotite (0.57 wt% Ni) and pyrite. SEM-EDS also detected rare 1 um Ag-Te and Ag-Te-Bi minerals inside the chalcopyrite.,"Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40911,OVD-002,75.5 m,polished thin section; Mireslab internal sample code OVD020 ; Table 1 note: spotted,Strong altered diabase,,"Very little discernible texture remains; the spotted appearance is thought to be plagioclase or mafic minerals; more patchy and less basal area suggests a hypabyssal rather than holocrystalline rock, hence diabase",Altered plagioclase (50-200 um); Calcite; Pyrite,"Strong sericite-calcite alteration; plagioclase, mafic minerals and matrix strongly sericitised; calcite and pyrite veinlets present","Pyrite 10-100 um euhedral to subhedral, disseminated and rarely as veinlets; calcite displaces plagioclase and mafic minerals, often fractured and veined","Strongly altered diabase in which very little discernible texture survives; the spotted appearance is interpreted as relict plagioclase or mafic minerals and the patchy, low-groundmass character suggests a hypabyssal rock. Alteration is strong sericite-calcite affecting plagioclase, mafic minerals and matrix alike, and calcite displaces plagioclase and mafic minerals and forms fractures and veins. Euhedral to subhedral pyrite (10-100 um) is disseminated and rarely forms veinlets. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40912,OVD-002,137.6 m (Table 1); body text of both parts gives 137.4 m,polished thin section; Mireslab internal sample code OVD021 ; hand specimen: Black to dark green with irregular lamination or cross-bedding-like texture ; Table 1 note: schist?,Black Schist (weak schistosity),,"Composed of fine-grained quartz, feldspar and clay minerals with weak schistosity",Quartz (fine-grained); Feldspar; Clay minerals; Pyrite,Weak alteration,"Pyrite 1-500 um anhedral, disseminated or fissure-filling, cutting through the host-rock structure; no opaque minerals other than pyrite were found","Black to dark green weakly schistose black schist with an irregular lamination or cross-bedding-like texture, composed of fine-grained quartz, feldspar and clay minerals. Alteration is weak. Pyrite (1-500 um, anhedral) is the only opaque mineral present and occurs disseminated or as fissure fillings that cut through the host-rock structure. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40914,OVD-001,9.4 m,"polished thin section; Mireslab internal sample code OVD022 ; hand specimen: Brown to reddish brown with scattered bright greenish copper oxide surrounded by greenish yellow ; Table 1 note: Cu-enriched, bornite gossan",Gossan (iron-copper oxide; altered gabbro?),,"Primarily quartz, goethite, Cu hydroxide mineral and clay minerals; quartz microstructure has a chalcedony texture filling voids; very rare relict textures presumed to be plagioclase or mafic mineral (amphibole?)",Quartz (chalcedonic); Goethite; Malachite (Cu hydroxide); Atacamite (Cu hydroxide); Native copper; Cu- and Ni-bearing Fe-Si hydroxide; Clay minerals,Oxidised; intense oxidative action leaving very little original texture,"Cu hydroxide minerals 100-1000 um, disseminated, abundant, inferred to be malachite and atacamite from SEM-EDS; native copper 1-30 um encapsulated in Cu hydroxide mineral; goethite; Cu- and Ni-bearing Fe-Si hydroxide mineral","Intensely oxidised iron-copper oxide gossan, brown to reddish brown with scattered bright green copper oxide, in which very little original texture survives; rare relict textures presumed to be plagioclase or amphibole suggest the protolith was an altered, sulphide-bearing gabbro. It consists mainly of quartz (with chalcedonic void fill), goethite, Cu hydroxide minerals and clay minerals. SEM-EDS shows the abundant 100-1000 um Cu hydroxide minerals are malachite and atacamite, that 1-30 um native copper is encapsulated within them, and that the rim of an Fe-Si hydroxide mineral contains Cu and Ni.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40915,OVD-009,72 m,polished thin section; Mireslab internal sample code OVD023 ; hand specimen: Dark black with pale yellow irregular patchy texture ; Table 1 note: disseminate gabbro,Altered Amphibole-Orthopyroxene micro-gabbro,,Presumed holocrystalline rock of relict plagioclase and mafic minerals; relict plagioclase has an ophitic-like texture,"Plagioclase (20-200 um, relict); Mafic mineral - amphibole and/or pyroxene (30-900 um); Cr-bearing magnetite; Pentlandite; Chalcopyrite; Pyrrhotite; Ni-bearing pyrite; Galena","Strong sericite-chlorite-epidote alteration; plagioclase core chloritised and rim sericitised; mafic mineral cores strongly chloritised and epidotised, rims sericitised. Gossan-like oxidised minerals could not be observed","Cr-bearing magnetite 50 um euhedral-subhedral with mafic minerals; pentlandite 1-10 um anhedral in gaps between mafic crystals, often Co-bearing (SEM-EDS 31.41 wt% Ni, 2.06 wt% Co); chalcopyrite 30-300 um; pyrrhotite 30-300 um anhedral; pyrite 10-300 um anhedral, Ni-bearing (SEM-EDS 0.47 wt% Ni); galena 10-30 um anhedral with magnetite","Dark black altered amphibole-orthopyroxene micro-gabbro with a pale yellow patchy texture, presumed holocrystalline with relict plagioclase showing an ophitic-like fabric. Alteration is strong sericite-chlorite-epidote: plagioclase cores are chloritised with sericitised rims, and the mafic mineral cores are strongly chloritised and epidotised. Chalcopyrite, pyrrhotite (30-300 um) and Ni-bearing pyrite occur in the interstices between strongly altered plagioclase and mafic crystals, in contact with the sericitisation rim. SEM-EDS identified Cr-bearing magnetite, Co-bearing pentlandite (31.41 wt% Ni, 2.06 wt% Co), Ni-bearing pyrite (0.47 wt% Ni) and galena with magnetite. No gossan-like oxidised minerals are present.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
"Petrography_mineragraphy_24 sample.pdf (consolidated 24-sample Khanlab O-24 report; per-sample PDFs 41014-41023, 41033, 41034 in folder 03_khanlab_Petrography_and_Mineralogy_description_2023)",17L0euxdhc6dl-FDZchKX9xKrgYgvpKS3,41022,OVD009,11.3 m,polished thin section (ӨТШ); section header 'ӨТШ-OVD009-11.3'; per-sample PDF 41022.pdf fileId 1RkwQDzRpOEVCEQKtoVRgbRJlaYn9JHnO,Altered gabbrodiorite porphyry,Хувирсан габбродиорит порфир,"Структур: шигтгээлэг, үнд.х-субофитлог, пойкилоофитлог, призмлэг мөхлөгт. Текстур: цул нягт. Шигтгээ 1.0-3.0 мм, үндсэн хэсэг 0.1-0.5 мм",Хувирсан плагиоклаз / altered plagioclase:60-65; Хувирсан эвэр хуурмаг / altered hornblende:20-25; Хувирсан биотит / altered biotite:10-15; Кварц / quartz:5-7; Ильменит / ilmenite:цөөн (few); Гётит / goethite:ганц нэг (rare); Гидрогётит / hydrogoethite:цөөн (few); Хромит / chromite:цөөн (few); Пирит / pyrite:ганц нэг (rare),"Серицит, хлорит, актинолит, лейкоксен, серпентин; эпигенет карбонат, кварц. Плагиоклаз серицит, пелит, карбонатад хүчтэй хувирч зарим нь бүрэн псевдоморфоз болсон; эвэр хуурмаг хлорит-актинолитод, биотит карбонат, хлорит, лейкоксенд хувирсан; 0.5-1.0 мм өргөнтэй карбонат-кварцын судлууд","Ильменит-хромит-пирит-гётит-гидрогётит. Ильменит саарал, изометрлэг 0.1-0.4 мм, хааяа лейкоксенжсэн; хромит бараан саарал 0.02-0.1 мм; гётит бүслүүрлэг 0.1-0.2 мм, захаасаа гидрогётитоор түрэгдсэн, дотор нь пиритын реликт; ан цаваар гидрогётит","Плагиоклаз, хувирсан эвэр хуурмагийн шигтгээ маягийн ялгарлууд (40-45%) ба плагиоклаз, хувирсан эвэр хуурмаг, цөөвтөр биотит, кварцаас тогтсон субофитлог, пойкилоофитлог үндсэн хэсгээс бүрдэнэ. Плагиоклазын шигтгээ (1.0-2.5 мм) дундлаг-суурилаг найрлагатай, бүслүүрлэг, серицит-пелит-карбонатад хүчтэй хувирсан. Эвэр хуурмагийн шигтгээ хлорит-актинолитод хувирч хувирсан биотитоор түрэгдсэн; хувирсан биотитоор лейкоксенжсен рутил, сфен ялгарсан. Ойсон гэрэлд гётит, хромит, ильменит, пиритын цөөн мөхлөг тодорхойлогдов.","not stated in document (Khanlab, per ABM 'Suggested Petro for the Oval 2024' list); 'Петрографи, минераграфийн бичиглэл' format, sections numbered ӨТШ-<hole>-<depth>; Mongolian original also as 'Петрографи, минераграфи О -24.doc' and English translation 'Eng Петрографи, минераграфи О -24.doc'",
